n,v2,log_ratio
41023,1,0.4054732336
41025,2,-0.2876739474
41027,1,0.4054732328
41029,4,-1.6739683093
41031,1,0.4054732320
41033,2,-0.2876739489
41035,1,0.4054732312
41037,3,-0.9808211303
41039,1,0.4054732304
41041,2,-0.2876739505
41043,1,0.4054732296
41045,8,-4.4465570347
41047,1,0.4054732288
41049,2,-0.2876739521
41051,1,0.4054732281
41053,3,-0.9808211335
41055,1,0.4054732273
41057,2,-0.2876739537
41059,1,0.4054732265
41061,4,-1.6739683156
41063,1,0.4054732257
41065,2,-0.2876739553
41067,1,0.4054732249
41069,3,-0.9808211366
41071,1,0.4054732241
41073,2,-0.2876739569
41075,1,0.4054732233
41077,5,-2.3671154993
41079,1,0.4054732225
41081,2,-0.2876739584
41083,1,0.4054732217
41085,3,-0.9808211398
41087,1,0.4054732209
41089,2,-0.2876739600
41091,1,0.4054732202
41093,4,-1.6739683219
41095,1,0.4054732194
41097,2,-0.2876739616
41099,1,0.4054732186
41101,3,-0.9808211429
41103,1,0.4054732178
41105,2,-0.2876739632
41107,1,0.4054732170
41109,6,-3.0602626862
41111,1,0.4054732162
41113,2,-0.2876739647
41115,1,0.4054732154
41117,3,-0.9808211461
41119,1,0.4054732146
41121,2,-0.2876739663
41123,1,0.4054732138
41125,4,-1.6739683282
41127,1,0.4054732131
41129,2,-0.2876739679
41131,1,0.4054732123
41133,3,-0.9808211493
41135,1,0.4054732115
41137,2,-0.2876739695
41139,1,0.4054732107
41141,5,-2.3671155119
41143,1,0.4054732099
41145,2,-0.2876739711
41147,1,0.4054732091
41149,3,-0.9808211524
41151,1,0.4054732083
41153,2,-0.2876739726
41155,1,0.4054732075
41157,4,-1.6739683345
41159,1,0.4054732067
41161,2,-0.2876739742
41163,1,0.4054732060
41165,3,-0.9808211556
41167,1,0.4054732052
41169,2,-0.2876739758
41171,1,0.4054732044
41173,7,-3.7534098794
41175,1,0.4054732036
41177,2,-0.2876739774
41179,1,0.4054732028
41181,3,-0.9808211587
41183,1,0.4054732020
41185,2,-0.2876739789
41187,1,0.4054732012
41189,4,-1.6739683408
41191,1,0.4054732005
41193,2,-0.2876739805
41195,1,0.4054731997
41197,3,-0.9808211618
41199,1,0.4054731989
41201,2,-0.2876739821
41203,1,0.4054731981
41205,5,-2.3671155245
41207,1,0.4054731973
41209,2,-0.2876739836
41211,1,0.4054731965
41213,3,-0.9808211650
41215,1,0.4054731957
41217,2,-0.2876739852
41219,1,0.4054731950
41221,4,-1.6739683471
41223,1,0.4054731942
41225,2,-0.2876739868
41227,1,0.4054731934
41229,3,-0.9808211681
41231,1,0.4054731926
41233,2,-0.2876739883
41235,1,0.4054731918
41237,6,-3.0602627114
41239,1,0.4054731910
41241,2,-0.2876739899
41243,1,0.4054731903
41245,3,-0.9808211713
41247,1,0.4054731895
41249,2,-0.2876739915
41251,1,0.4054731887
41253,4,-1.6739683534
41255,1,0.4054731879
41257,2,-0.2876739930
41259,1,0.4054731871
41261,3,-0.9808211744
41263,1,0.4054731863
41265,2,-0.2876739946
41267,1,0.4054731856
41269,5,-2.3671155371
41271,1,0.4054731848
41273,2,-0.2876739962
41275,1,0.4054731840
41277,3,-0.9808211775
41279,1,0.4054731832
41281,2,-0.2876739977
41283,1,0.4054731824
41285,4,-1.6739683596
41287,1,0.4054731816
41289,2,-0.2876739993
41291,1,0.4054731809
41293,3,-0.9808211807
41295,1,0.4054731801
41297,2,-0.2876740009
41299,1,0.4054731793
41301,10,-5.8328514461
41303,1,0.4054731785
41305,2,-0.2876740024
41307,1,0.4054731777
41309,3,-0.9808211838
41311,1,0.4054731770
41313,2,-0.2876740040
41315,1,0.4054731762
41317,4,-1.6739683659
41319,1,0.4054731754
41321,2,-0.2876740056
41323,1,0.4054731746
41325,3,-0.9808211869
41327,1,0.4054731738
41329,2,-0.2876740071
41331,1,0.4054731730
41333,5,-2.3671155496
41335,1,0.4054731723
41337,2,-0.2876740087
41339,1,0.4054731715
41341,3,-0.9808211900
41343,1,0.4054731707
41345,2,-0.2876740102
41347,1,0.4054731699
41349,4,-1.6739683721
41351,1,0.4054731691
41353,2,-0.2876740118
41355,1,0.4054731684
41357,3,-0.9808211931
41359,1,0.4054731676
41361,2,-0.2876740134
41363,1,0.4054731668
41365,6,-3.0602627364
41367,1,0.4054731660
41369,2,-0.2876740149
41371,1,0.4054731652
41373,3,-0.9808211963
41375,1,0.4054731645
41377,2,-0.2876740165
41379,1,0.4054731637
41381,4,-1.6739683784
41383,1,0.4054731629
41385,2,-0.2876740180
41387,1,0.4054731621
41389,3,-0.9808211994
41391,1,0.4054731614
41393,2,-0.2876740196
41395,1,0.4054731606
41397,5,-2.3671155621
41399,1,0.4054731598
41401,2,-0.2876740211
41403,1,0.4054731590
41405,3,-0.9808212025
41407,1,0.4054731582
41409,2,-0.2876740227
41411,1,0.4054731575
41413,4,-1.6739683846
41415,1,0.4054731567
41417,2,-0.2876740243
41419,1,0.4054731559
41421,3,-0.9808212056
41423,1,0.4054731551
41425,2,-0.2876740258
41427,1,0.4054731544
41429,7,-3.7534099294
41431,1,0.4054731536
41433,2,-0.2876740274
41435,1,0.4054731528
41437,3,-0.9808212087
41439,1,0.4054731520
41441,2,-0.2876740289
41443,1,0.4054731513
41445,4,-1.6739683908
41447,1,0.4054731505
41449,2,-0.2876740305
41451,1,0.4054731497
41453,3,-0.9808212118
41455,1,0.4054731489
41457,2,-0.2876740320
41459,1,0.4054731481
41461,5,-2.3671155745
41463,1,0.4054731474
41465,2,-0.2876740336
41467,1,0.4054731466
41469,3,-0.9808212149
41471,1,0.4054731458
41473,2,-0.2876740351
41475,1,0.4054731450
41477,4,-1.6739683970
41479,1,0.4054731443
41481,2,-0.2876740367
41483,1,0.4054731435
41485,3,-0.9808212180
41487,1,0.4054731427
41489,2,-0.2876740382
41491,1,0.4054731419
41493,6,-3.0602627612
41495,1,0.4054731412
41497,2,-0.2876740398
41499,1,0.4054731404
41501,3,-0.9808212211
41503,1,0.4054731396
41505,2,-0.2876740413
41507,1,0.4054731388
41509,4,-1.6739684032
41511,1,0.4054731381
41513,2,-0.2876740429
41515,1,0.4054731373
41517,3,-0.9808212242
41519,1,0.4054731365
41521,2,-0.2876740444
41523,1,0.4054731358
41525,5,-2.3671155869
41527,1,0.4054731350
41529,2,-0.2876740460
41531,1,0.4054731342
41533,3,-0.9808212273
41535,1,0.4054731334
41537,2,-0.2876740475
41539,1,0.4054731327
41541,4,-1.6739684094
41543,1,0.4054731319
41545,2,-0.2876740491
41547,1,0.4054731311
41549,3,-0.9808212304
41551,1,0.4054731303
41553,2,-0.2876740506
41555,1,0.4054731296
41557,8,-4.4465571347
41559,1,0.4054731288
41561,2,-0.2876740521
41563,1,0.4054731280
41565,3,-0.9808212335
41567,1,0.4054731273
41569,2,-0.2876740537
41571,1,0.4054731265
41573,4,-1.6739684156
41575,1,0.4054731257
41577,2,-0.2876740552
41579,1,0.4054731249
41581,3,-0.9808212366
41583,1,0.4054731242
41585,2,-0.2876740568
41587,1,0.4054731234
41589,5,-2.3671155992
41591,1,0.4054731226
41593,2,-0.2876740583
41595,1,0.4054731219
41597,3,-0.9808212396
41599,1,0.4054731211
41601,2,-0.2876740599
41603,1,0.4054731203
41605,4,-1.6739684217
41607,1,0.4054731195
41609,2,-0.2876740614
41611,1,0.4054731188
41613,3,-0.9808212427
41615,1,0.4054731180
41617,2,-0.2876740629
41619,1,0.4054731172
41621,6,-3.0602627859
41623,1,0.4054731165
41625,2,-0.2876740645
41627,1,0.4054731157
41629,3,-0.9808212458
41631,1,0.4054731149
41633,2,-0.2876740660
41635,1,0.4054731142
41637,4,-1.6739684279
41639,1,0.4054731134
41641,2,-0.2876740676
41643,1,0.4054731126
41645,3,-0.9808212489
41647,1,0.4054731119
41649,2,-0.2876740691
41651,1,0.4054731111
41653,5,-2.3671156115
41655,1,0.4054731103
41657,2,-0.2876740706
41659,1,0.4054731095
41661,3,-0.9808212520
41663,1,0.4054731088
41665,2,-0.2876740722
41667,1,0.4054731080
41669,4,-1.6739684341
41671,1,0.4054731072
41673,2,-0.2876740737
41675,1,0.4054731065
41677,3,-0.9808212550
41679,1,0.4054731057
41681,2,-0.2876740752
41683,1,0.4054731049
41685,7,-3.7534099788
41687,1,0.4054731042
41689,2,-0.2876740768
41691,1,0.4054731034
41693,3,-0.9808212581
41695,1,0.4054731026
41697,2,-0.2876740783
41699,1,0.4054731019
41701,4,-1.6739684402
41703,1,0.4054731011
41705,2,-0.2876740798
41707,1,0.4054731003
41709,3,-0.9808212612
41711,1,0.4054730996
41713,2,-0.2876740814
41715,1,0.4054730988
41717,5,-2.3671156238
41719,1,0.4054730980
41721,2,-0.2876740829
41723,1,0.4054730973
41725,3,-0.9808212642
41727,1,0.4054730965
41729,2,-0.2876740844
41731,1,0.4054730957
41733,4,-1.6739684463
41735,1,0.4054730950
41737,2,-0.2876740860
41739,1,0.4054730942
41741,3,-0.9808212673
41743,1,0.4054730934
41745,2,-0.2876740875
41747,1,0.4054730927
41749,6,-3.0602628105
41751,1,0.4054730919
41753,2,-0.2876740890
41755,1,0.4054730912
41757,3,-0.9808212704
41759,1,0.4054730904
41761,2,-0.2876740906
41763,1,0.4054730896
41765,4,-1.6739684524
41767,1,0.4054730889
41769,2,-0.2876740921
41771,1,0.4054730881
41773,3,-0.9808212734
41775,1,0.4054730873
41777,2,-0.2876740936
41779,1,0.4054730866
41781,5,-2.3671156361
41783,1,0.4054730858
41785,2,-0.2876740951
41787,1,0.4054730850
41789,3,-0.9808212765
41791,1,0.4054730843
41793,2,-0.2876740967
41795,1,0.4054730835
41797,4,-1.6739684585
41799,1,0.4054730827
41801,2,-0.2876740982
41803,1,0.4054730820
41805,3,-0.9808212795
41807,1,0.4054730812
41809,2,-0.2876740997
41811,1,0.4054730805
41813,9,-5.1397043644
41815,1,0.4054730797
41817,2,-0.2876741012
41819,1,0.4054730789
41821,3,-0.9808212826
41823,1,0.4054730782
41825,2,-0.2876741028
41827,1,0.4054730774
41829,4,-1.6739684647
41831,1,0.4054730766
41833,2,-0.2876741043
41835,1,0.4054730759
41837,3,-0.9808212856
41839,1,0.4054730751
41841,2,-0.2876741058
41843,1,0.4054730744
41845,5,-2.3671156483
41847,1,0.4054730736
41849,2,-0.2876741073
41851,1,0.4054730728
41853,3,-0.9808212887
41855,1,0.4054730721
41857,2,-0.2876741089
41859,1,0.4054730713
41861,4,-1.6739684707
41863,1,0.4054730706
41865,2,-0.2876741104
41867,1,0.4054730698
41869,3,-0.9808212917
41871,1,0.4054730690
41873,2,-0.2876741119
41875,1,0.4054730683
41877,6,-3.0602628349
41879,1,0.4054730675
41881,2,-0.2876741134
41883,1,0.4054730668
41885,3,-0.9808212947
41887,1,0.4054730660
41889,2,-0.2876741149
41891,1,0.4054730652
41893,4,-1.6739684768
41895,1,0.4054730645
41897,2,-0.2876741165
41899,1,0.4054730637
41901,3,-0.9808212978
41903,1,0.4054730630
41905,2,-0.2876741180
41907,1,0.4054730622
41909,5,-2.3671156604
41911,1,0.4054730614
41913,2,-0.2876741195
41915,1,0.4054730607
41917,3,-0.9808213008
41919,1,0.4054730599
41921,2,-0.2876741210
41923,1,0.4054730592
41925,4,-1.6739684829
41927,1,0.4054730584
41929,2,-0.2876741225
41931,1,0.4054730576
41933,3,-0.9808213039
41935,1,0.4054730569
41937,2,-0.2876741241
41939,1,0.4054730561
41941,7,-3.7534100276
41943,1,0.4054730554
41945,2,-0.2876741256
41947,1,0.4054730546
41949,3,-0.9808213069
41951,1,0.4054730539
41953,2,-0.2876741271
41955,1,0.4054730531
41957,4,-1.6739684890
41959,1,0.4054730523
41961,2,-0.2876741286
41963,1,0.4054730516
41965,3,-0.9808213099
41967,1,0.4054730508
41969,2,-0.2876741301
41971,1,0.4054730501
41973,5,-2.3671156725
41975,1,0.4054730493
41977,2,-0.2876741316
41979,1,0.4054730486
41981,3,-0.9808213129
41983,1,0.4054730478
41985,2,-0.2876741331
41987,1,0.4054730470
41989,4,-1.6739684950
41991,1,0.4054730463
41993,2,-0.2876741347
41995,1,0.4054730455
41997,3,-0.9808213160
41999,1,0.4054730448
42001,2,-0.2876741362
42003,1,0.4054730440
42005,6,-3.0602628592
42007,1,0.4054730433
42009,2,-0.2876741377
42011,1,0.4054730425
42013,3,-0.9808213190
42015,1,0.4054730418
42017,2,-0.2876741392
42019,1,0.4054730410
42021,4,-1.6739685011
42023,1,0.4054730402
42025,2,-0.2876741407
42027,1,0.4054730395
42029,3,-0.9808213220
42031,1,0.4054730387
42033,2,-0.2876741422
42035,1,0.4054730380
42037,5,-2.3671156846
42039,1,0.4054730372
42041,2,-0.2876741437
42043,1,0.4054730365
42045,3,-0.9808213250
42047,1,0.4054730357
42049,2,-0.2876741452
42051,1,0.4054730350
42053,4,-1.6739685071
42055,1,0.4054730342
42057,2,-0.2876741467
42059,1,0.4054730335
42061,3,-0.9808213280
42063,1,0.4054730327
42065,2,-0.2876741482
42067,1,0.4054730319
42069,8,-4.4465572324
42071,1,0.4054730312
42073,2,-0.2876741497
42075,1,0.4054730304
42077,3,-0.9808213311
42079,1,0.4054730297
42081,2,-0.2876741513
42083,1,0.4054730289
42085,4,-1.6739685131
42087,1,0.4054730282
42089,2,-0.2876741528
42091,1,0.4054730274
42093,3,-0.9808213341
42095,1,0.4054730267
42097,2,-0.2876741543
42099,1,0.4054730259
42101,5,-2.3671156967
42103,1,0.4054730252
42105,2,-0.2876741558
42107,1,0.4054730244
42109,3,-0.9808213371
42111,1,0.4054730237
42113,2,-0.2876741573
42115,1,0.4054730229
42117,4,-1.6739685191
42119,1,0.4054730222
42121,2,-0.2876741588
42123,1,0.4054730214
42125,3,-0.9808213401
42127,1,0.4054730207
42129,2,-0.2876741603
42131,1,0.4054730199
42133,6,-3.0602628833
42135,1,0.4054730192
42137,2,-0.2876741618
42139,1,0.4054730184
42141,3,-0.9808213431
42143,1,0.4054730177
42145,2,-0.2876741633
42147,1,0.4054730169
42149,4,-1.6739685252
42151,1,0.4054730162
42153,2,-0.2876741648
42155,1,0.4054730154
42157,3,-0.9808213461
42159,1,0.4054730147
42161,2,-0.2876741663
42163,1,0.4054730139
42165,5,-2.3671157087
42167,1,0.4054730132
42169,2,-0.2876741678
42171,1,0.4054730124
42173,3,-0.9808213491
42175,1,0.4054730117
42177,2,-0.2876741693
42179,1,0.4054730109
42181,4,-1.6739685312
42183,1,0.4054730102
42185,2,-0.2876741708
42187,1,0.4054730094
42189,3,-0.9808213521
42191,1,0.4054730087
42193,2,-0.2876741723
42195,1,0.4054730079
42197,7,-3.7534100758
42199,1,0.4054730072
42201,2,-0.2876741738
42203,1,0.4054730064
42205,3,-0.9808213551
42207,1,0.4054730057
42209,2,-0.2876741753
42211,1,0.4054730049
42213,4,-1.6739685371
42215,1,0.4054730042
42217,2,-0.2876741768
42219,1,0.4054730034
42221,3,-0.9808213581
42223,1,0.4054730027
42225,2,-0.2876741783
42227,1,0.4054730019
42229,5,-2.3671157207
42231,1,0.4054730012
42233,2,-0.2876741798
42235,1,0.4054730004
42237,3,-0.9808213611
42239,1,0.4054729997
42241,2,-0.2876741813
42243,1,0.4054729989
42245,4,-1.6739685431
42247,1,0.4054729982
42249,2,-0.2876741827
42251,1,0.4054729974
42253,3,-0.9808213641
42255,1,0.4054729967
42257,2,-0.2876741842
42259,1,0.4054729959
42261,6,-3.0602629072
42263,1,0.4054729952
42265,2,-0.2876741857
42267,1,0.4054729945
42269,3,-0.9808213670
42271,1,0.4054729937
42273,2,-0.2876741872
42275,1,0.4054729930
42277,4,-1.6739685491
42279,1,0.4054729922
42281,2,-0.2876741887
42283,1,0.4054729915
42285,3,-0.9808213700
42287,1,0.4054729907
42289,2,-0.2876741902
42291,1,0.4054729900
42293,5,-2.3671157326
42295,1,0.4054729892
42297,2,-0.2876741917
42299,1,0.4054729885
42301,3,-0.9808213730
42303,1,0.4054729877
42305,2,-0.2876741932
42307,1,0.4054729870
42309,4,-1.6739685551
42311,1,0.4054729862
42313,2,-0.2876741947
42315,1,0.4054729855
42317,3,-0.9808213760
42319,1,0.4054729848
42321,2,-0.2876741962
42323,1,0.4054729840
42325,12,-7.2191460025
42327,1,0.4054729833
42329,2,-0.2876741977
42331,1,0.4054729825
42333,3,-0.9808213790
42335,1,0.4054729818
42337,2,-0.2876741991
42339,1,0.4054729810
42341,4,-1.6739685610
42343,1,0.4054729803
42345,2,-0.2876742006
42347,1,0.4054729796
42349,3,-0.9808213819
42351,1,0.4054729788
42353,2,-0.2876742021
42355,1,0.4054729781
42357,5,-2.3671157445
42359,1,0.4054729773
42361,2,-0.2876742036
42363,1,0.4054729766
42365,3,-0.9808213849
42367,1,0.4054729758
42369,2,-0.2876742051
42371,1,0.4054729751
42373,4,-1.6739685670
42375,1,0.4054729744
42377,2,-0.2876742066
42379,1,0.4054729736
42381,3,-0.9808213879
42383,1,0.4054729729
42385,2,-0.2876742081
42387,1,0.4054729721
42389,6,-3.0602629310
42391,1,0.4054729714
42393,2,-0.2876742095
42395,1,0.4054729706
42397,3,-0.9808213909
42399,1,0.4054729699
42401,2,-0.2876742110
42403,1,0.4054729692
42405,4,-1.6739685729
42407,1,0.4054729684
42409,2,-0.2876742125
42411,1,0.4054729677
42413,3,-0.9808213938
42415,1,0.4054729669
42417,2,-0.2876742140
42419,1,0.4054729662
42421,5,-2.3671157564
42423,1,0.4054729655
42425,2,-0.2876742155
42427,1,0.4054729647
42429,3,-0.9808213968
42431,1,0.4054729640
42433,2,-0.2876742170
42435,1,0.4054729632
42437,4,-1.6739685788
42439,1,0.4054729625
42441,2,-0.2876742184
42443,1,0.4054729617
42445,3,-0.9808213997
42447,1,0.4054729610
42449,2,-0.2876742199
42451,1,0.4054729603
42453,7,-3.7534101235
42455,1,0.4054729595
42457,2,-0.2876742214
42459,1,0.4054729588
42461,3,-0.9808214027
42463,1,0.4054729580
42465,2,-0.2876742229
42467,1,0.4054729573
42469,4,-1.6739685847
42471,1,0.4054729566
42473,2,-0.2876742244
42475,1,0.4054729558
42477,3,-0.9808214057
42479,1,0.4054729551
42481,2,-0.2876742258
42483,1,0.4054729544
42485,5,-2.3671157683
42487,1,0.4054729536
42489,2,-0.2876742273
42491,1,0.4054729529
42493,3,-0.9808214086
42495,1,0.4054729521
42497,2,-0.2876742288
42499,1,0.4054729514
42501,4,-1.6739685906
42503,1,0.4054729507
42505,2,-0.2876742303
42507,1,0.4054729499
42509,3,-0.9808214116
42511,1,0.4054729492
42513,2,-0.2876742317
42515,1,0.4054729484
42517,6,-3.0602629547
42519,1,0.4054729477
42521,2,-0.2876742332
42523,1,0.4054729470
42525,3,-0.9808214145
42527,1,0.4054729462
42529,2,-0.2876742347
42531,1,0.4054729455
42533,4,-1.6739685966
42535,1,0.4054729448
42537,2,-0.2876742362
42539,1,0.4054729440
42541,3,-0.9808214175
42543,1,0.4054729433
42545,2,-0.2876742376
42547,1,0.4054729426
42549,5,-2.3671157801
42551,1,0.4054729418
42553,2,-0.2876742391
42555,1,0.4054729411
42557,3,-0.9808214204
42559,1,0.4054729403
42561,2,-0.2876742406
42563,1,0.4054729396
42565,4,-1.6739686024
42567,1,0.4054729389
42569,2,-0.2876742421
42571,1,0.4054729381
42573,3,-0.9808214234
42575,1,0.4054729374
42577,2,-0.2876742435
42579,1,0.4054729367
42581,8,-4.4465573276
42583,1,0.4054729359
42585,2,-0.2876742450
42587,1,0.4054729352
42589,3,-0.9808214263
42591,1,0.4054729345
42593,2,-0.2876742465
42595,1,0.4054729337
42597,4,-1.6739686083
42599,1,0.4054729330
42601,2,-0.2876742479
42603,1,0.4054729323
42605,3,-0.9808214292
42607,1,0.4054729315
42609,2,-0.2876742494
42611,1,0.4054729308
42613,5,-2.3671157918
42615,1,0.4054729300
42617,2,-0.2876742509
42619,1,0.4054729293
42621,3,-0.9808214322
42623,1,0.4054729286
42625,2,-0.2876742523
42627,1,0.4054729278
42629,4,-1.6739686142
42631,1,0.4054729271
42633,2,-0.2876742538
42635,1,0.4054729264
42637,3,-0.9808214351
42639,1,0.4054729256
42641,2,-0.2876742553
42643,1,0.4054729249
42645,6,-3.0602629783
42647,1,0.4054729242
42649,2,-0.2876742567
42651,1,0.4054729234
42653,3,-0.9808214380
42655,1,0.4054729227
42657,2,-0.2876742582
42659,1,0.4054729220
42661,4,-1.6739686201
42663,1,0.4054729212
42665,2,-0.2876742597
42667,1,0.4054729205
42669,3,-0.9808214410
42671,1,0.4054729198
42673,2,-0.2876742611
42675,1,0.4054729191
42677,5,-2.3671158036
42679,1,0.4054729183
42681,2,-0.2876742626
42683,1,0.4054729176
42685,3,-0.9808214439
42687,1,0.4054729169
42689,2,-0.2876742641
42691,1,0.4054729161
42693,4,-1.6739686259
42695,1,0.4054729154
42697,2,-0.2876742655
42699,1,0.4054729147
42701,3,-0.9808214468
42703,1,0.4054729139
42705,2,-0.2876742670
42707,1,0.4054729132
42709,7,-3.7534101705
42711,1,0.4054729125
42713,2,-0.2876742685
42715,1,0.4054729117
42717,3,-0.9808214497
42719,1,0.4054729110
42721,2,-0.2876742699
42723,1,0.4054729103
42725,4,-1.6739686318
42727,1,0.4054729095
42729,2,-0.2876742714
42731,1,0.4054729088
42733,3,-0.9808214527
42735,1,0.4054729081
42737,2,-0.2876742728
42739,1,0.4054729074
42741,5,-2.3671158152
42743,1,0.4054729066
42745,2,-0.2876742743
42747,1,0.4054729059
42749,3,-0.9808214556
42751,1,0.4054729052
42753,2,-0.2876742758
42755,1,0.4054729044
42757,4,-1.6739686376
42759,1,0.4054729037
42761,2,-0.2876742772
42763,1,0.4054729030
42765,3,-0.9808214585
42767,1,0.4054729022
42769,2,-0.2876742787
42771,1,0.4054729015
42773,6,-3.0602630016
42775,1,0.4054729008
42777,2,-0.2876742801
42779,1,0.4054729001
42781,3,-0.9808214614
42783,1,0.4054728993
42785,2,-0.2876742816
42787,1,0.4054728986
42789,4,-1.6739686434
42791,1,0.4054728979
42793,2,-0.2876742830
42795,1,0.4054728971
42797,3,-0.9808214643
42799,1,0.4054728964
42801,2,-0.2876742845
42803,1,0.4054728957
42805,5,-2.3671158269
42807,1,0.4054728950
42809,2,-0.2876742860
42811,1,0.4054728942
42813,3,-0.9808214672
42815,1,0.4054728935
42817,2,-0.2876742874
42819,1,0.4054728928
42821,4,-1.6739686493
42823,1,0.4054728921
42825,2,-0.2876742889
42827,1,0.4054728913
42829,3,-0.9808214702
42831,1,0.4054728906
42833,2,-0.2876742903
42835,1,0.4054728899
42837,9,-5.1397045550
42839,1,0.4054728891
42841,2,-0.2876742918
42843,1,0.4054728884
42845,3,-0.9808214731
42847,1,0.4054728877
42849,2,-0.2876742932
42851,1,0.4054728870
42853,4,-1.6739686551
42855,1,0.4054728862
42857,2,-0.2876742947
42859,1,0.4054728855
42861,3,-0.9808214760
42863,1,0.4054728848
42865,2,-0.2876742961
42867,1,0.4054728841
42869,5,-2.3671158385
42871,1,0.4054728833
42873,2,-0.2876742976
42875,1,0.4054728826
42877,3,-0.9808214789
42879,1,0.4054728819
42881,2,-0.2876742990
42883,1,0.4054728812
42885,4,-1.6739686609
42887,1,0.4054728804
42889,2,-0.2876743005
42891,1,0.4054728797
42893,3,-0.9808214818
42895,1,0.4054728790
42897,2,-0.2876743019
42899,1,0.4054728783
42901,6,-3.0602630249
42903,1,0.4054728775
42905,2,-0.2876743034
42907,1,0.4054728768
42909,3,-0.9808214847
42911,1,0.4054728761
42913,2,-0.2876743048
42915,1,0.4054728754
42917,4,-1.6739686667
42919,1,0.4054728746
42921,2,-0.2876743063
42923,1,0.4054728739
42925,3,-0.9808214876
42927,1,0.4054728732
42929,2,-0.2876743077
42931,1,0.4054728725
42933,5,-2.3671158501
42935,1,0.4054728718
42937,2,-0.2876743092
42939,1,0.4054728710
42941,3,-0.9808214905
42943,1,0.4054728703
42945,2,-0.2876743106
42947,1,0.4054728696
42949,4,-1.6739686725
42951,1,0.4054728689
42953,2,-0.2876743121
42955,1,0.4054728681
42957,3,-0.9808214933
42959,1,0.4054728674
42961,2,-0.2876743135
42963,1,0.4054728667
42965,7,-3.7534102170
42967,1,0.4054728660
42969,2,-0.2876743150
42971,1,0.4054728652
42973,3,-0.9808214962
42975,1,0.4054728645
42977,2,-0.2876743164
42979,1,0.4054728638
42981,4,-1.6739686782
42983,1,0.4054728631
42985,2,-0.2876743178
42987,1,0.4054728624
42989,3,-0.9808214991
42991,1,0.4054728616
42993,2,-0.2876743193
42995,1,0.4054728609
42997,5,-2.3671158617
42999,1,0.4054728602
43001,2,-0.2876743207
43003,1,0.4054728595
43005,3,-0.9808215020
43007,1,0.4054728588
43009,2,-0.2876743222
43011,1,0.4054728580
43013,4,-1.6739686840
43015,1,0.4054728573
43017,2,-0.2876743236
43019,1,0.4054728566
43021,3,-0.9808215049
43023,1,0.4054728559
43025,2,-0.2876743250
43027,1,0.4054728552
43029,6,-3.0602630480
43031,1,0.4054728544
43033,2,-0.2876743265
43035,1,0.4054728537
43037,3,-0.9808215078
43039,1,0.4054728530
43041,2,-0.2876743279
43043,1,0.4054728523
43045,4,-1.6739686898
43047,1,0.4054728516
43049,2,-0.2876743294
43051,1,0.4054728508
43053,3,-0.9808215106
43055,1,0.4054728501
43057,2,-0.2876743308
43059,1,0.4054728494
43061,5,-2.3671158732
43063,1,0.4054728487
43065,2,-0.2876743322
43067,1,0.4054728480
43069,3,-0.9808215135
43071,1,0.4054728472
43073,2,-0.2876743337
43075,1,0.4054728465
43077,4,-1.6739686955
43079,1,0.4054728458
43081,2,-0.2876743351
43083,1,0.4054728451
43085,3,-0.9808215164
43087,1,0.4054728444
43089,2,-0.2876743366
43091,1,0.4054728436
43093,8,-4.4465574206
43095,1,0.4054728429
43097,2,-0.2876743380
43099,1,0.4054728422
43101,3,-0.9808215193
43103,1,0.4054728415
43105,2,-0.2876743394
43107,1,0.4054728408
43109,4,-1.6739687013
43111,1,0.4054728401
43113,2,-0.2876743409
43115,1,0.4054728393
43117,3,-0.9808215221
43119,1,0.4054728386
43121,2,-0.2876743423
43123,1,0.4054728379
43125,5,-2.3671158847
43127,1,0.4054728372
43129,2,-0.2876743437
43131,1,0.4054728365
43133,3,-0.9808215250
43135,1,0.4054728358
43137,2,-0.2876743452
43139,1,0.4054728350
43141,4,-1.6739687070
43143,1,0.4054728343
43145,2,-0.2876743466
43147,1,0.4054728336
43149,3,-0.9808215279
43151,1,0.4054728329
43153,2,-0.2876743480
43155,1,0.4054728322
43157,6,-3.0602630710
43159,1,0.4054728315
43161,2,-0.2876743495
43163,1,0.4054728307
43165,3,-0.9808215307
43167,1,0.4054728300
43169,2,-0.2876743509
43171,1,0.4054728293
43173,4,-1.6739687127
43175,1,0.4054728286
43177,2,-0.2876743523
43179,1,0.4054728279
43181,3,-0.9808215336
43183,1,0.4054728272
43185,2,-0.2876743538
43187,1,0.4054728265
43189,5,-2.3671158961
43191,1,0.4054728257
43193,2,-0.2876743552
43195,1,0.4054728250
43197,3,-0.9808215365
43199,1,0.4054728243
43201,2,-0.2876743566
43203,1,0.4054728236
43205,4,-1.6739687184
43207,1,0.4054728229
43209,2,-0.2876743580
43211,1,0.4054728222
43213,3,-0.9808215393
43215,1,0.4054728214
43217,2,-0.2876743595
43219,1,0.4054728207
43221,7,-3.7534102630
43223,1,0.4054728200
43225,2,-0.2876743609
43227,1,0.4054728193
43229,3,-0.9808215422
43231,1,0.4054728186
43233,2,-0.2876743623
43235,1,0.4054728179
43237,4,-1.6739687242
43239,1,0.4054728172
43241,2,-0.2876743637
43243,1,0.4054728165
43245,3,-0.9808215450
43247,1,0.4054728157
43249,2,-0.2876743652
43251,1,0.4054728150
43253,5,-2.3671159076
43255,1,0.4054728143
43257,2,-0.2876743666
43259,1,0.4054728136
