trial,n,log_T2n_minus_log_n
344,203188309428296080193,-0.5753641449035598
345,143671203338332696415,0.8109302162163345
346,5972529404918567083,0.11778303565638026
347,23341910673294321199,0.8109302162163274
348,253489956188358655853,-1.268511325463507
349,267039604445255390949,-1.268511325463507
350,260266108436652654341,-1.9616585060234542
351,175639773811101785911,0.8109302162163274
352,236990828327171165935,0.8109302162163345
353,67996497149069116567,0.8109302162163274
354,74998599699391919295,0.8109302162163274
355,175807742847843478571,0.11778303565638026
356,243774148390205581215,0.8109302162163274
357,145509596287578217031,0.8109302162163274
358,247162946605104529673,0.11778303565638026
359,186221464903848813241,0.11778303565638737
360,38131879168245866195,-0.5753641449035598
361,38468182711150248107,0.11778303565638737
362,28709972648907456275,-0.5753641449035669
363,210492266584891624609,-0.5753641449035669
364,31747965894492732185,0.11778303565638026
365,61826959473223968433,-1.961658506023447
366,120040573903698032589,-1.9616585060234542
367,288815807558057747851,0.11778303565638026
368,70969694555279465601,-0.5753641449035669
369,139717484424597618461,-0.5753641449035669
370,92767812360546513987,-1.268511325463507
371,201466807526601891521,-0.5753641449035598
372,92346352279620463569,-1.268511325463507
373,44286654470561447143,0.8109302162163274
374,37459011846986567599,0.8109302162163274
375,120466142813413781043,-0.5753641449035598
376,265998959537501914827,0.11778303565638737
377,205817873396341732759,0.8109302162163274
378,197778536869780748137,0.11778303565638026
379,95103663102743791009,-0.5753641449035598
380,29843846942605620659,-0.5753641449035598
381,149078866136171886269,-0.5753641449035598
382,252018286667945204235,0.11778303565638026
383,269452992771653915487,0.8109302162163274
384,115719503337662968339,-0.5753641449035598
385,64791353487735911463,0.8109302162163274
386,63270739010819800967,0.8109302162163274
387,24136077663476986647,0.8109302162163274
388,1010548825991765073,-1.268511325463507
389,87942076622227861013,-3.3479528671433414
390,170734199643670842479,0.8109302162163274
391,2213320576024433571,-1.9616585060234542
392,253587651255527056657,-1.268511325463507
393,223743984531607803313,-1.9616585060234542
394,142107652323120992535,0.8109302162163274
395,217785953373261214847,0.8109302162163345
396,240588011962965060517,-1.268511325463507
397,200370563560491634119,0.8109302162163274
398,60680845187290627527,0.8109302162163274
399,269656815566270683633,-2.6548056865834013
400,241433382342614999241,0.11778303565638026
401,131080038717821296769,-0.5753641449035598
402,232223686847747358505,0.11778303565638026
403,222811711660454209745,-1.268511325463507
404,188554723817213810611,-0.5753641449035598
405,39994989300560446667,0.11778303565638026
406,67021165610436331613,-0.5753641449035598
407,120087419631483336639,0.8109302162163274
408,217233068311647522139,0.11778303565638737
409,59698623218218631233,-0.5753641449035598
410,115402244745286475347,-0.5753641449035669
411,84899276237709143707,0.11778303565638737
412,288284771421913702225,-1.268511325463507
413,268943716583326830343,0.8109302162163274
414,195987834160798325651,-0.5753641449035598
415,261039089535266224787,-0.5753641449035669
416,266904484288812234075,0.11778303565638026
