trial,n,log_T2n_minus_log_n
720,138177244947524567525,-1.268511325463507
721,100199908904850422731,0.11778303565638737
722,50048018849140790581,-3.3479528671433414
723,78730187772589535601,-3.3479528671433414
724,208755867125662237725,-0.5753641449035598
725,1688254058563300317,-0.5753641449035598
726,263940947929091921785,0.11778303565638026
727,161618316531826134413,-4.041100047703289
728,39337810974393226909,-0.5753641449035598
729,266204585859105745023,0.8109302162163274
730,1905418223503119685,-2.6548056865834013
731,166248340883895153625,0.11778303565638026
732,76913731712235054961,-3.3479528671433414
733,153128843977562775451,0.11778303565638737
734,39585510549010341605,-1.268511325463507
735,155592314519485815465,0.11778303565638737
736,282230614171688197351,0.8109302162163274
737,204333133539365934869,-6.120541589383123
738,146545035540834510039,0.8109302162163274
739,288230997559266303455,0.8109302162163274
740,122055995837219320367,0.8109302162163345
741,75760268290460904351,0.8109302162163345
742,264333388732782151519,0.8109302162163274
743,84751590436305819039,0.8109302162163274
744,123506343532239576861,-0.5753641449035669
745,98029378956706210281,0.11778303565638737
746,288376150845121151133,-0.5753641449035598
747,227372468951908844751,0.8109302162163274
748,62073580511500395923,-0.5753641449035598
749,121081670580450358241,-0.5753641449035598
750,262121747313625369345,-0.5753641449035598
751,289115407585613021399,0.8109302162163274
752,177703684552999910945,-0.5753641449035598
753,253001455597595782723,-1.268511325463507
754,43847741343558332249,0.11778303565638026
755,232101435242418479105,-0.5753641449035598
756,28475228047191425307,0.11778303565638737
757,220778529046240472987,0.11778303565638026
758,56907872262776304469,-6.120541589383123
759,98782477240651833597,-0.5753641449035598
760,29748656581235558437,-1.268511325463507
761,233291242734468648023,0.8109302162163345
762,198351987346744864559,0.8109302162163274
763,254495543598008317673,0.11778303565638737
764,55534804359035432625,-1.9616585060234542
765,211137347746639743289,0.11778303565638737
766,205694938011242759825,-1.268511325463507
767,277154262112203797053,-0.5753641449035669
768,245257435546137116465,-1.9616585060234542
769,54634236002160935137,-0.5753641449035598
770,205527630498971199595,0.11778303565638737
771,264582880314036587451,0.11778303565638737
772,283126167513763744209,-1.268511325463507
773,192813618375918818271,0.8109302162163274
774,23985638812085802621,-0.5753641449035669
775,68451790394495621241,0.11778303565638737
776,200132047048301617995,0.11778303565638737
777,142786828611816056505,0.11778303565638026
778,275934931713438157623,0.8109302162163274
779,236076925711485166217,0.11778303565638026
780,95636255048679815397,-1.268511325463507
781,251932863729235291233,-0.5753641449035598
782,126970735796111678647,0.8109302162163345
783,250731893076048435483,0.11778303565638026
784,151370006302128136365,-1.268511325463507
785,206362985080114220779,0.11778303565638026
786,261889795820751142733,-1.9616585060234542
787,196256913239033924611,-1.268511325463507
788,66168557963940053907,-0.5753641449035598
789,103622051697475869167,0.8109302162163345
790,47780173009153612657,-3.3479528671433485
791,186938340948698949633,-0.5753641449035598
792,170421586774058610301,-0.5753641449035598
793,206290760272605895961,0.11778303565638737
794,231964228855664428387,-2.654805686583394
795,280127712048005793035,0.11778303565638026
796,175052997876679946991,0.8109302162163345
797,187918800315583461719,0.8109302162163345
798,218880251964662839209,0.11778303565638026
799,276877944381701351949,-2.6548056865834013
800,288748171900645302987,0.11778303565638737
801,289331585358478772059,0.11778303565638026
802,101248635302014108829,-0.5753641449035598
803,10429748498624276213,-1.961658506023447
804,143166225251475315073,-0.5753641449035669
805,148177070491548673921,-0.5753641449035598
806,175937825263766689435,0.11778303565638026
807,272656531622800113221,-2.654805686583394
808,258065812559204867383,0.8109302162163345
809,142987086558699915099,0.11778303565638026
810,155870050060865650779,0.11778303565638737
811,115051347732537537465,0.11778303565638737
812,125158378883581798159,0.8109302162163345
813,213430200429003805491,-0.5753641449035598
814,187573454899105283153,-1.268511325463507
815,179008196227551445263,0.8109302162163345
816,158139059294214143557,-2.654805686583394
817,75543570540324172341,-4.734247228263236
818,35395035469054893737,0.11778303565638026
819,131574922807017428751,0.8109302162163274
820,197590359431116240347,0.11778303565638737
821,233835254678851634025,0.11778303565638026
822,265175124977103054805,-3.3479528671433414
823,51076898939296800915,-0.5753641449035598
824,265062578500721434331,0.11778303565638026
825,193470272405019810283,0.11778303565638026
826,125896217887908894491,0.11778303565638026
827,189421071051365131143,0.8109302162163274
828,189698809721493803983,0.8109302162163274
829,84447970327210527493,-1.9616585060234542
830,292425582239009386599,0.8109302162163274
831,32507848966541129999,0.8109302162163274
832,273688848004543217615,0.8109302162163274
833,261168698559524965939,-0.5753641449035598
834,118571968692400263659,0.11778303565638026
835,163744276902870194737,-1.9616585060234542
836,214989201518111301907,-0.5753641449035598
837,204434575248657580803,-1.268511325463507
838,222316235469914888729,0.11778303565638026
839,143058782808745875177,0.11778303565638737
840,48985056401701344297,0.11778303565638737
841,1755828984914218521,0.11778303565638737
842,45689019590684886315,0.11778303565638737
843,140078662337154292999,0.8109302162163274
844,270797884406705572979,-0.5753641449035669
845,70413233396011792821,-2.6548056865834013
846,255678150104185288771,-1.268511325463507
847,279139362292502365197,-2.654805686583394
848,225584253137024306655,0.8109302162163274
849,186371173090133060311,0.8109302162163274
850,182272075210415441347,-1.268511325463507
851,39528662135037549339,0.11778303565638737
852,10390888894878934013,-0.5753641449035669
853,104224476872063181233,-1.9616585060234542
854,256776724411884532863,0.8109302162163274
855,270919327519402829899,0.11778303565638026
856,40900945221012324617,0.11778303565638026
857,75640230617916317065,0.11778303565638026
858,209998323160660959543,0.8109302162163274
859,192388265045363488673,-0.5753641449035598
860,131706620204936331267,-1.268511325463507
861,48784638903300086317,-1.268511325463507
862,120079496898913734457,0.11778303565638026
863,173247227421292408403,-0.5753641449035598
864,230489995990471636203,0.11778303565638737
865,281148334509725107395,-1.268511325463507
866,47849558699843083551,0.8109302162163274
867,221118954305465275095,0.8109302162163345
868,79624866366364167027,-0.5753641449035598
869,210677746733760471185,-1.268511325463507
870,104831777568041336923,0.11778303565638737
871,51104252001622690075,0.11778303565638026
872,47728432308665303465,0.11778303565638737
873,115516929184792835917,-1.961658506023447
874,35465328186419714003,-0.5753641449035598
875,235920759462435795243,0.11778303565638026
876,42011864562356588737,-0.5753641449035598
877,22848826972944081527,0.8109302162163274
878,260393991877481353493,-4.041100047703289
879,29677719690044996493,-5.427394408823176
880,105896452278472547973,-1.9616585060234542
881,12940383898161926133,-1.9616585060234542
882,205994107668061356633,0.11778303565638026
883,185008968067524308359,0.8109302162163274
884,155493593053963132605,-0.5753641449035598
885,148752182826980036443,0.11778303565638737
886,278122852256055688679,0.8109302162163274
887,212336447439243827059,-0.5753641449035669
888,205992603185288540939,0.11778303565638026
889,68673139964531386395,0.11778303565638026
890,129353883549092602309,-6.120541589383123
891,211616705489561547271,0.8109302162163274
892,90762159897640104281,0.11778303565638737
893,251903263764249331347,-0.5753641449035598
894,135063407937720014325,-1.9616585060234542
895,213457162498600888355,-1.9616585060234542
896,93205350018974063411,-0.5753641449035598
897,181996171652815153511,0.8109302162163274
898,181605363951287526795,0.11778303565638026
899,203061190165940490565,-2.654805686583394
900,262729301940861823589,-1.268511325463507
901,78308769016251214863,0.8109302162163345
902,257007371636890008335,0.8109302162163274
903,16181458435060442537,0.11778303565638737
904,6179979771434506509,-2.6548056865834013
905,233486044743214902879,0.8109302162163345
906,112597985415017333885,-0.5753641449035669
907,147262493104223153155,-1.268511325463507
908,160701623660698572453,-1.268511325463507
909,265125681178219944071,0.8109302162163274
910,50689797042007206973,-0.5753641449035598
911,240956589077553787675,0.11778303565638026
912,91573664059267345603,-1.268511325463507
913,152954425600347280011,0.11778303565638026
914,198032306981794439971,-1.961658506023447
915,155925860791282842379,0.11778303565638737
916,66126191755319071781,-1.268511325463507
917,94182761869416660077,-1.268511325463507
918,193064640165128359525,-1.268511325463507
919,174357095376835028425,0.11778303565638737
920,93901691358213744569,0.11778303565638737
921,178676174823675046827,0.11778303565638026
922,111424418171392755773,-0.5753641449035669
923,200268428618678348319,0.8109302162163345
924,220778011925553038387,-0.5753641449035598
925,27918403292565096171,0.11778303565638026
926,153086590782547944393,0.11778303565638737
927,110508478493365462149,-1.9616585060234542
928,238924011341608189669,-1.268511325463507
929,139275147832153215421,-0.5753641449035598
930,63863425830664268401,-4.041100047703289
931,88430181546086641003,0.11778303565638737
932,18667310406025318291,-0.5753641449035669
933,113091735048272994329,0.11778303565638737
934,210303615002740540105,0.11778303565638026
935,1383269404570038667,0.11778303565638737
936,111869763589704644771,-1.961658506023447
937,270170772011508956071,0.8109302162163274
938,39269272890047869591,0.8109302162163274
939,61456248272374152037,-1.268511325463507
940,275636427288535246167,0.8109302162163274
941,283987600828957740255,0.8109302162163274
942,206101915183315802741,-1.9616585060234542
943,108988975828023353965,-1.268511325463507
944,263416822321083921559,0.8109302162163274
945,21188509667212922851,-3.3479528671433414
946,177960875634752995403,0.11778303565638737
947,27283305066124668585,0.11778303565638737
948,226521884904865983333,-1.268511325463507
949,118413981989088650831,0.8109302162163274
950,211854943304245059989,-2.654805686583394
951,154738322636264483539,-0.5753641449035598
952,184948217658995141057,-0.5753641449035669
953,4040209462271450635,0.11778303565638737
954,130974361040266800125,-0.5753641449035598
955,152022436532351157315,-1.268511325463507
956,32043103866552681573,-1.268511325463507
957,236070190888162158789,-3.3479528671433485
958,107825294029222162681,0.11778303565638737
959,84183680902012967321,0.11778303565638737
960,128174775550284916593,-3.3479528671433485
961,294601654861428835277,-1.9616585060234542
962,97934743372699315603,-0.5753641449035669
963,37593795653903662557,-0.5753641449035598
964,184480048997897960579,-1.268511325463507
965,122009251398836502161,-1.268511325463507
966,186874548074906334451,-0.5753641449035669
967,1098613637403555705,0.11778303565638737
968,233575247791649841449,0.11778303565638026
969,186331155331430035509,-4.0411000477032815
970,79737955107410574121,0.11778303565638737
971,294422248956832968579,-1.268511325463507
972,98086565927292284317,-0.5753641449035669
973,217431621027829123129,0.11778303565638026
974,224595595485935309497,0.11778303565638737
975,94582883170793126861,-1.961658506023447
976,140405200200219502597,-1.9616585060234542
977,65772792912111723523,-1.268511325463507
978,82939975146247210359,0.8109302162163274
979,50642645870361146427,0.11778303565638737
980,54659171521273288969,0.11778303565638737
981,8238868102720499025,-1.268511325463507
982,132995200847783982697,0.11778303565638737
983,204164777774530428127,0.8109302162163345
984,69858188896461149625,0.11778303565638026
985,18470377293263734379,0.11778303565638737
986,110110493829722170565,-3.3479528671433414
987,284338466620840214521,0.11778303565638026
988,209900198830934833357,-1.961658506023447
989,62264172791179262467,-1.268511325463507
990,141803080671119032243,-0.5753641449035598
991,45218271705738500973,-1.268511325463507
992,34048308265574990815,0.8109302162163274
993,184837814515828466051,-1.268511325463507
994,72895299991063053295,0.8109302162163274
995,98538968853178666027,0.11778303565638737
996,99159695921341494965,-2.6548056865834013
997,12995816993836016461,-1.961658506023447
998,21344797344727024057,0.11778303565638737
999,116788081505822574633,0.11778303565638737
1000,243312263918284582081,-0.5753641449035598
