n,residue,M,event_A,event_B,stopping_time,mean_traj_event_A
210671540,1972,12,0,1,142,0.514085
21428148,1972,12,0,1,69,0.42029
38045620,1972,12,0,1,103,0.485437
88369076,1972,12,0,1,128,0.507812
60016564,1972,12,0,1,80,0.4375
83687348,1972,12,0,1,109,0.486239
200996788,1972,12,0,1,107,0.476636
67970996,1972,12,0,1,142,0.521127
178026420,1972,12,0,1,164,0.530488
15828916,1972,12,0,1,70,0.428571
82474932,1972,12,0,1,128,0.507812
224204724,1972,12,0,1,131,0.503817
227477428,1972,12,0,1,131,0.503817
152991668,1972,12,0,1,159,0.528302
175253428,1972,12,0,1,110,0.481818
200980404,1972,12,0,1,283,0.572438
6932404,1972,12,0,1,107,0.504673
239642548,1972,12,0,1,96,0.458333
79869877,1973,12,1,0,112,0.482143
31545269,1973,12,1,0,87,0.448276
42866613,1973,12,1,0,127,0.503937
166352821,1973,12,1,0,102,0.460784
29001653,1973,12,1,0,82,0.439024
54921141,1973,12,1,0,75,0.413333
164489141,1973,12,1,0,59,0.338983
98645941,1973,12,1,0,160,0.525
134576053,1973,12,1,0,173,0.531792
149211061,1973,12,1,0,94,0.446809
191981493,1973,12,1,0,99,0.454545
249411509,1973,12,1,0,147,0.510204
228718517,1973,12,1,0,177,0.531073
85718965,1973,12,1,0,174,0.534483
30074805,1973,12,1,0,60,0.366667
21718965,1973,12,1,0,96,0.46875
186255285,1973,12,1,0,145,0.510345
15288245,1973,12,1,0,135,0.518519
251246517,1973,12,1,0,109,0.46789
12859317,1973,12,1,0,84,0.452381
143218613,1973,12,1,0,151,0.516556
208271285,1973,12,1,0,161,0.521739
182392757,1973,12,1,0,107,0.46729
21178293,1973,12,1,0,88,0.454545
212441014,1974,12,0,1,169,0.532544
191453110,1974,12,0,1,88,0.443182
77166518,1974,12,0,1,158,0.531646
97093558,1974,12,0,1,95,0.463158
177342390,1974,12,0,1,110,0.481818
27690934,1974,12,0,1,55,0.363636
101369782,1974,12,0,1,106,0.481132
102225846,1974,12,0,1,87,0.448276
139327414,1974,12,0,1,78,0.423077
128092086,1974,12,0,1,73,0.410959
201570230,1974,12,0,1,153,0.522876
110733238,1974,12,0,1,149,0.52349
239663030,1974,12,0,1,185,0.540541
145090486,1974,12,0,1,94,0.457447
7432118,1974,12,0,1,96,0.489583
223791030,1974,12,0,1,85,0.435294
242620342,1974,12,0,1,82,0.426829
266909622,1974,12,0,1,182,0.538462
93333430,1974,12,0,1,144,0.520833
17512374,1974,12,0,1,159,0.540881
235313078,1974,12,0,1,204,0.54902
65136566,1974,12,0,1,115,0.495652
187926454,1974,12,0,1,107,0.476636
113711030,1974,12,0,1,103,0.475728
192862135,1975,12,1,0,115,0.478261
128907191,1975,12,1,0,146,0.513699
42506167,1975,12,1,0,119,0.495798
222037943,1975,12,1,0,131,0.496183
86996919,1975,12,1,0,136,0.507353
231167927,1975,12,1,0,242,0.557851
250955703,1975,12,1,0,120,0.483333
75282359,1975,12,1,0,120,0.491667
140638135,1975,12,1,0,70,0.385714
146905015,1975,12,1,0,189,0.539683
244832183,1975,12,1,0,90,0.433333
232548279,1975,12,1,0,120,0.483333
241108919,1975,12,1,0,112,0.473214
203302839,1975,12,1,0,172,0.52907
236844983,1975,12,1,0,204,0.544118
28329911,1975,12,1,0,90,0.455556
67786679,1975,12,1,0,153,0.522876
175724471,1975,12,1,0,156,0.519231
96679863,1975,12,1,0,117,0.487179
46041015,1975,12,1,0,86,0.44186
62437303,1975,12,1,0,88,0.443182
104740791,1975,12,1,0,206,0.548544
195069879,1975,12,1,0,153,0.51634
172988343,1975,12,1,0,156,0.519231
188639160,1976,12,0,1,107,0.476636
96909240,1976,12,0,1,152,0.526316
190601144,1976,12,0,1,88,0.443182
249051064,1976,12,0,1,147,0.517007
76900280,1976,12,0,1,74,0.418919
114710456,1976,12,0,1,73,0.410959
214611896,1976,12,0,1,85,0.435294
148383672,1976,12,0,1,132,0.507576
78423992,1976,12,0,1,139,0.517986
46409656,1976,12,0,1,135,0.518519
24856504,1976,12,0,1,177,0.548023
192083896,1976,12,0,1,99,0.464646
91047864,1976,12,0,1,74,0.418919
117229496,1976,12,0,1,49,0.306122
267442104,1976,12,0,1,98,0.459184
114165688,1976,12,0,1,119,0.495798
248874936,1976,12,0,1,185,0.540541
183982008,1976,12,0,1,164,0.530488
51533752,1976,12,0,1,113,0.495575
181548984,1976,12,0,1,175,0.537143
247547832,1976,12,0,1,93,0.451613
20723640,1976,12,0,1,72,0.430556
68921272,1976,12,0,1,85,0.447059
155858872,1976,12,0,1,167,0.532934
243939257,1977,12,1,0,82,0.414634
231315385,1977,12,1,0,120,0.483333
53876665,1977,12,1,0,251,0.565737
175519673,1977,12,1,0,99,0.454545
14440377,1977,12,1,0,97,0.474227
29362105,1977,12,1,0,136,0.514706
80750521,1977,12,1,0,101,0.465347
193066937,1977,12,1,0,191,0.539267
189159353,1977,12,1,0,153,0.51634
121423801,1977,12,1,0,81,0.419753
77498297,1977,12,1,0,196,0.545918
1521593,1977,12,1,0,89,0.483146
223664057,1977,12,1,0,215,0.548837
57386937,1977,12,1,0,156,0.525641
34404281,1977,12,1,0,114,0.491228
116099001,1977,12,1,0,222,0.554054
21002169,1977,12,1,0,126,0.507937
85227449,1977,12,1,0,155,0.522581
81377209,1977,12,1,0,166,0.53012
142505913,1977,12,1,0,86,0.430233
267311033,1977,12,1,0,128,0.492188
259315641,1977,12,1,0,101,0.455446
240601017,1977,12,1,0,120,0.483333
106223545,1977,12,1,0,179,0.536313
33433530,1978,12,0,1,95,0.473684
212404154,1978,12,0,1,99,0.464646
171239354,1978,12,0,1,99,0.464646
255571898,1978,12,0,1,166,0.53012
50431930,1978,12,0,1,94,0.468085
153626554,1978,12,0,1,113,0.486726
59594682,1978,12,0,1,175,0.542857
201439162,1978,12,0,1,77,0.415584
31434682,1978,12,0,1,106,0.490566
267769786,1978,12,0,1,98,0.459184
179783610,1978,12,0,1,183,0.540984
172033978,1978,12,0,1,99,0.464646
241018810,1978,12,0,1,166,0.53012
233170874,1978,12,0,1,66,0.378788
187086778,1978,12,0,1,88,0.443182
142436282,1978,12,0,1,143,0.517483
140404666,1978,12,0,1,86,0.44186
217106362,1978,12,0,1,115,0.486957
219801530,1978,12,0,1,93,0.451613
239400890,1978,12,0,1,139,0.510791
162338746,1978,12,0,1,78,0.423077
61855674,1978,12,0,1,88,0.454545
231860154,1978,12,0,1,158,0.525316
218011578,1978,12,0,1,145,0.517241
174884795,1979,12,1,0,156,0.519231
70793147,1979,12,1,0,161,0.52795
166868923,1979,12,1,0,75,0.4
265852859,1979,12,1,0,136,0.5
28604347,1979,12,1,0,193,0.549223
25769915,1979,12,1,0,166,0.536145
249329595,1979,12,1,0,120,0.483333
33753019,1979,12,1,0,114,0.491228
56739771,1979,12,1,0,110,0.481818
177809339,1979,12,1,0,156,0.519231
52426683,1979,12,1,0,67,0.38806
146593723,1979,12,1,0,62,0.354839
220821435,1979,12,1,0,150,0.513333
112220091,1979,12,1,0,149,0.516779
222992315,1979,12,1,0,112,0.473214
85424059,1979,12,1,0,117,0.487179
250038203,1979,12,1,0,136,0.5
15718331,1979,12,1,0,124,0.508065
119515067,1979,12,1,0,111,0.477477
179382203,1979,12,1,0,80,0.4125
4376507,1979,12,1,0,119,0.512605
4847547,1979,12,1,0,78,0.448718
90806203,1979,12,1,0,182,0.538462
32634811,1979,12,1,0,76,0.421053
213993404,1980,12,0,1,188,0.542553
27195324,1980,12,0,1,101,0.485149
37365692,1980,12,0,1,84,0.452381
74995644,1980,12,0,1,139,0.517986
197167036,1980,12,0,1,115,0.486957
61085628,1980,12,0,1,164,0.536585
8980412,1980,12,0,1,277,0.581227
45893564,1980,12,0,1,97,0.474227
78464956,1980,12,0,1,120,0.5
212981692,1980,12,0,1,207,0.550725
49747900,1980,12,0,1,108,0.490741
231024572,1980,12,0,1,166,0.53012
167991228,1980,12,0,1,83,0.433735
32917436,1980,12,0,1,114,0.5
152147900,1980,12,0,1,132,0.507576
53876668,1980,12,0,1,178,0.544944
195217340,1980,12,0,1,237,0.561181
218347452,1980,12,0,1,150,0.52
28075964,1980,12,0,1,90,0.466667
170170300,1980,12,0,1,91,0.450549
187705276,1980,12,0,1,126,0.5
240207804,1980,12,0,1,223,0.556054
139691964,1980,12,0,1,97,0.463918
259536828,1980,12,0,1,117,0.487179
33744829,1981,12,1,0,76,0.421053
29247421,1981,12,1,0,163,0.533742
86026173,1981,12,1,0,98,0.459184
155899837,1981,12,1,0,132,0.5
144959421,1981,12,1,0,170,0.529412
215975869,1981,12,1,0,169,0.526627
40671165,1981,12,1,0,108,0.481481
245024701,1981,12,1,0,120,0.483333
53016509,1981,12,1,0,129,0.503876
172033981,1981,12,1,0,156,0.519231
39999421,1981,12,1,0,81,0.432099
52832189,1981,12,1,0,205,0.55122
171554749,1981,12,1,0,121,0.487603
183711677,1981,12,1,0,267,0.565543
124336061,1981,12,1,0,184,0.538043
80115645,1981,12,1,0,112,0.482143
233813949,1981,12,1,0,139,0.503597
53422013,1981,12,1,0,151,0.523179
121325501,1981,12,1,0,146,0.513699
65959869,1981,12,1,0,134,0.507463
16172989,1981,12,1,0,143,0.524476
146667453,1981,12,1,0,94,0.446809
112097213,1981,12,1,0,168,0.529762
248801213,1981,12,1,0,147,0.510204
93153214,1982,12,0,1,87,0.448276
185690046,1982,12,0,1,126,0.5
58746814,1982,12,0,1,202,0.554455
260089790,1982,12,0,1,98,0.459184
39716798,1982,12,0,1,119,0.504202
261351358,1982,12,0,1,239,0.560669
34912190,1982,12,0,1,103,0.485437
69609406,1982,12,0,1,134,0.514925
204699582,1982,12,0,1,104,0.471154
33535934,1982,12,0,1,95,0.473684
133167038,1982,12,0,1,97,0.463918
88971198,1982,12,0,1,128,0.507812
16500670,1982,12,0,1,140,0.528571
138090430,1982,12,0,1,181,0.541436
464830,1982,12,0,1,92,0.51087
149850046,1982,12,0,1,97,0.463918
185362366,1982,12,0,1,140,0.514286
201537470,1982,12,0,1,126,0.5
134465470,1982,12,0,1,181,0.541436
171607998,1982,12,0,1,156,0.525641
23807934,1982,12,0,1,207,0.560386
158992318,1982,12,0,1,102,0.470588
215939006,1982,12,0,1,131,0.503817
267618238,1982,12,0,1,98,0.459184
164800447,1983,12,1,0,167,0.526946
250099647,1983,12,1,0,250,0.56
16308159,1983,12,1,0,132,0.515152
74786751,1983,12,1,0,93,0.451613
217360319,1983,12,1,0,112,0.473214
151316415,1983,12,1,0,216,0.550926
30648255,1983,12,1,0,90,0.455556
238643135,1983,12,1,0,158,0.518987
112334783,1983,12,1,0,95,0.452632
104667071,1983,12,1,0,103,0.466019
238827455,1983,12,1,0,204,0.544118
249931711,1983,12,1,0,109,0.46789
79128511,1983,12,1,0,166,0.53012
247928767,1983,12,1,0,223,0.55157
180836287,1983,12,1,0,164,0.52439
264824767,1983,12,1,0,212,0.54717
221849535,1983,12,1,0,188,0.537234
99727295,1983,12,1,0,179,0.536313
230111167,1983,12,1,0,153,0.51634
78047167,1983,12,1,0,158,0.525316
84400063,1983,12,1,0,74,0.405405
3520447,1983,12,1,0,144,0.534722
63035327,1983,12,1,0,134,0.507463
66062271,1983,12,1,0,134,0.507463
12650432,1984,12,0,1,119,0.512605
59791296,1984,12,0,1,80,0.4375
178685888,1984,12,0,1,175,0.537143
206202816,1984,12,0,1,96,0.458333
79468480,1984,12,0,1,66,0.393939
90032064,1984,12,0,1,117,0.495726
171722688,1984,12,0,1,156,0.525641
205629376,1984,12,0,1,104,0.471154
14292928,1984,12,0,1,54,0.37037
74258368,1984,12,0,1,139,0.517986
29042624,1984,12,0,1,82,0.45122
116488128,1984,12,0,1,84,0.440476
35690432,1984,12,0,1,84,0.452381
5806016,1984,12,0,1,159,0.54717
104732608,1984,12,0,1,179,0.541899
209786816,1984,12,0,1,142,0.514085
254138304,1984,12,0,1,90,0.444444
550848,1984,12,0,1,116,0.534483
1251264,1984,12,0,1,106,0.518868
238839744,1984,12,0,1,204,0.54902
3274688,1984,12,0,1,117,0.521368
173430720,1984,12,0,1,137,0.510949
118675392,1984,12,0,1,81,0.432099
223414208,1984,12,0,1,196,0.545918
251090881,1985,12,1,0,109,0.46789
194308033,1985,12,1,0,80,0.4125
8333249,1985,12,1,0,74,0.432432
66885569,1985,12,1,0,96,0.458333
173627329,1985,12,1,0,129,0.496124
79464385,1985,12,1,0,101,0.465347
46290881,1985,12,1,0,143,0.517483
172144577,1985,12,1,0,137,0.50365
256174017,1985,12,1,0,74,0.391892
183584705,1985,12,1,0,61,0.344262
27961281,1985,12,1,0,90,0.455556
109811649,1985,12,1,0,84,0.428571
48945089,1985,12,1,0,86,0.44186
140572609,1985,12,1,0,143,0.51049
106526657,1985,12,1,0,133,0.503759
51795905,1985,12,1,0,56,0.339286
28383169,1985,12,1,0,63,0.380952
248424385,1985,12,1,0,109,0.46789
260081601,1985,12,1,0,155,0.516129
165914561,1985,12,1,0,186,0.537634
173651905,1985,12,1,0,118,0.483051
207136705,1985,12,1,0,85,0.423529
246024129,1985,12,1,0,58,0.327586
103204801,1985,12,1,0,160,0.525
166754242,1986,12,0,1,156,0.525641
237311938,1986,12,0,1,204,0.54902
80283586,1986,12,0,1,128,0.507812
66475970,1986,12,0,1,199,0.552764
158066626,1986,12,0,1,132,0.507576
22153154,1986,12,0,1,110,0.5
178337730,1986,12,0,1,221,0.556561
242403266,1986,12,0,1,166,0.53012
132245442,1986,12,0,1,116,0.491379
7903170,1986,12,0,1,66,0.424242
67590082,1986,12,0,1,123,0.504065
64092098,1986,12,0,1,137,0.518248
236005314,1986,12,0,1,139,0.510791
19601346,1986,12,0,1,80,0.45
200599490,1986,12,0,1,199,0.547739
230082498,1986,12,0,1,150,0.52
187094978,1986,12,0,1,210,0.552381
201865154,1986,12,0,1,107,0.476636
72447938,1986,12,0,1,150,0.526667
19396546,1986,12,0,1,118,0.508475
267691970,1986,12,0,1,136,0.507353
37918658,1986,12,0,1,87,0.45977
264947650,1986,12,0,1,98,0.459184
61749186,1986,12,0,1,126,0.507937
217016259,1987,12,1,0,112,0.473214
260163523,1987,12,1,0,155,0.516129
220895171,1987,12,1,0,123,0.487805
180152259,1987,12,1,0,210,0.547619
152111043,1987,12,1,0,121,0.487603
82577347,1987,12,1,0,155,0.522581
102090691,1987,12,1,0,106,0.471698
112474051,1987,12,1,0,92,0.445652
76638147,1987,12,1,0,261,0.56705
131946435,1987,12,1,0,200,0.545
150214595,1987,12,1,0,121,0.487603
134338499,1987,12,1,0,97,0.453608
28960707,1987,12,1,0,52,0.326923
69740483,1987,12,1,0,142,0.514085
208025539,1987,12,1,0,180,0.533333
159578051,1987,12,1,0,97,0.453608
167499715,1987,12,1,0,129,0.496124
98912195,1987,12,1,0,144,0.513889
200927171,1987,12,1,0,134,0.5
221448131,1987,12,1,0,126,0.492063
214808515,1987,12,1,0,112,0.473214
120444867,1987,12,1,0,138,0.507246
84166595,1987,12,1,0,104,0.471154
226297795,1987,12,1,0,234,0.555556
82429892,1988,12,0,1,166,0.536145
99436484,1988,12,0,1,60,0.366667
51738564,1988,12,0,1,121,0.504132
129611716,1988,12,0,1,81,0.432099
191965124,1988,12,0,1,172,0.534884
38741956,1988,12,0,1,81,0.444444
102963140,1988,12,0,1,141,0.51773
22398916,1988,12,0,1,77,0.441558
123635652,1988,12,0,1,108,0.481481
23943108,1988,12,0,1,66,0.409091
144525252,1988,12,0,1,124,0.5
116070340,1988,12,0,1,138,0.514493
98846660,1988,12,0,1,141,0.51773
217388996,1988,12,0,1,177,0.536723
174770116,1988,12,0,1,175,0.537143
155424708,1988,12,0,1,140,0.514286
225834948,1988,12,0,1,123,0.495935
171227076,1988,12,0,1,99,0.464646
218249156,1988,12,0,1,93,0.451613
113366980,1988,12,0,1,46,0.282609
202938308,1988,12,0,1,104,0.471154
148015044,1988,12,0,1,97,0.463918
237209540,1988,12,0,1,147,0.517007
145987524,1988,12,0,1,62,0.370968
21968837,1989,12,1,0,77,0.428571
175355845,1989,12,1,0,80,0.4125
81500101,1989,12,1,0,101,0.465347
230160325,1989,12,1,0,101,0.455446
6637509,1989,12,1,0,110,0.5
121862085,1989,12,1,0,100,0.46
115587013,1989,12,1,0,138,0.507246
244787141,1989,12,1,0,139,0.503597
7698373,1989,12,1,0,142,0.528169
7018437,1989,12,1,0,126,0.515873
37648325,1989,12,1,0,92,0.456522
235173829,1989,12,1,0,120,0.483333
150292421,1989,12,1,0,132,0.5
142616517,1989,12,1,0,208,0.548077
146773957,1989,12,1,0,86,0.430233
17803205,1989,12,1,0,67,0.402985
149989317,1989,12,1,0,140,0.507143
120973253,1989,12,1,0,81,0.419753
111896517,1989,12,1,0,138,0.507246
32102341,1989,12,1,0,114,0.491228
154445765,1989,12,1,0,102,0.460784
7047109,1989,12,1,0,107,0.495327
171169733,1989,12,1,0,102,0.460784
255645637,1989,12,1,0,63,0.349206
5134278,1990,12,0,1,170,0.552941
138733510,1990,12,0,1,89,0.449438
185997254,1990,12,0,1,80,0.425
25208774,1990,12,0,1,66,0.409091
79869894,1990,12,0,1,139,0.517986
161458118,1990,12,0,1,140,0.514286
244815814,1990,12,0,1,66,0.378788
73193414,1990,12,0,1,93,0.462366
72234950,1990,12,0,1,96,0.46875
152164294,1990,12,0,1,121,0.495868
5265350,1990,12,0,1,97,0.494845
130668486,1990,12,0,1,127,0.503937
185984966,1990,12,0,1,118,0.491525
126420934,1990,12,0,1,127,0.503937
92374982,1990,12,0,1,144,0.520833
75909062,1990,12,0,1,104,0.480769
85338054,1990,12,0,1,101,0.475248
135096262,1990,12,0,1,108,0.481481
239466438,1990,12,0,1,158,0.525316
262932422,1990,12,0,1,136,0.507353
131012550,1990,12,0,1,154,0.525974
98998214,1990,12,0,1,160,0.53125
56690630,1990,12,0,1,121,0.504132
93681606,1990,12,0,1,71,0.408451
210823111,1991,12,1,0,188,0.537234
195172295,1991,12,1,0,96,0.447917
255760327,1991,12,1,0,136,0.5
234252231,1991,12,1,0,139,0.503597
128591815,1991,12,1,0,70,0.385714
208758727,1991,12,1,0,104,0.461538
169461703,1991,12,1,0,202,0.544554
91961287,1991,12,1,0,144,0.513889
207812551,1991,12,1,0,123,0.487805
31688647,1991,12,1,0,68,0.397059
243771335,1991,12,1,0,177,0.531073
253790151,1991,12,1,0,71,0.380282
57558983,1991,12,1,0,99,0.464646
174172103,1991,12,1,0,91,0.43956
104634311,1991,12,1,0,103,0.466019
39684039,1991,12,1,0,119,0.495798
135206855,1991,12,1,0,108,0.472222
98691015,1991,12,1,0,152,0.519737
254412743,1991,12,1,0,155,0.516129
50632647,1991,12,1,0,186,0.543011
209430471,1991,12,1,0,134,0.5
225609671,1991,12,1,0,123,0.487805
209598407,1991,12,1,0,142,0.507042
88471495,1991,12,1,0,220,0.554545
110757832,1992,12,0,1,141,0.51773
168040392,1992,12,0,1,56,0.339286
114603976,1992,12,0,1,73,0.410959
204916680,1992,12,0,1,104,0.471154
91056072,1992,12,0,1,74,0.418919
106141640,1992,12,0,1,114,0.491228
246753224,1992,12,0,1,166,0.53012
72992712,1992,12,0,1,150,0.526667
173189064,1992,12,0,1,156,0.525641
244807624,1992,12,0,1,101,0.465347
178599880,1992,12,0,1,110,0.481818
40159176,1992,12,0,1,130,0.515385
176306120,1992,12,0,1,83,0.433735
191956936,1992,12,0,1,83,0.433735
180844488,1992,12,0,1,137,0.510949
58394568,1992,12,0,1,132,0.515152
268392392,1992,12,0,1,125,0.496
224413640,1992,12,0,1,158,0.525316
36513736,1992,12,0,1,92,0.467391
200882120,1992,12,0,1,115,0.486957
83245000,1992,12,0,1,120,0.5
68151240,1992,12,0,1,77,0.428571
63113160,1992,12,0,1,102,0.480392
19871688,1992,12,0,1,64,0.40625
86517705,1993,12,1,0,71,0.394366
50358217,1993,12,1,0,178,0.539326
186214345,1993,12,1,0,183,0.535519
198649801,1993,12,1,0,134,0.5
77678537,1993,12,1,0,158,0.525316
59062217,1993,12,1,0,137,0.510949
166602697,1993,12,1,0,213,0.549296
116877257,1993,12,1,0,119,0.487395
189593545,1993,12,1,0,134,0.5
213063625,1993,12,1,0,188,0.537234
30447561,1993,12,1,0,74,0.418919
151607241,1993,12,1,0,94,0.446809
151230409,1993,12,1,0,89,0.438202
5015497,1993,12,1,0,135,0.525926
149301193,1993,12,1,0,124,0.491935
57427913,1993,12,1,0,91,0.450549
29374409,1993,12,1,0,79,0.43038
127035337,1993,12,1,0,119,0.487395
135514057,1993,12,1,0,124,0.491935
177510345,1993,12,1,0,129,0.496124
106825673,1993,12,1,0,114,0.482456
212805577,1993,12,1,0,169,0.526627
89511881,1993,12,1,0,128,0.5
151263177,1993,12,1,0,113,0.477876
45373386,1994,12,0,1,97,0.474227
154515402,1994,12,0,1,102,0.470588
39090122,1994,12,0,1,119,0.504202
147978186,1994,12,0,1,113,0.486726
184547274,1994,12,0,1,72,0.402778
88717258,1994,12,0,1,128,0.507812
993226,1994,12,0,1,63,0.444444
143468490,1994,12,0,1,189,0.544974
200992714,1994,12,0,1,283,0.572438
126171082,1994,12,0,1,146,0.520548
61261770,1994,12,0,1,145,0.524138
21723082,1994,12,0,1,134,0.522388
229951434,1994,12,0,1,153,0.522876
204761034,1994,12,0,1,115,0.486957
4540362,1994,12,0,1,81,0.469136
20375498,1994,12,0,1,88,0.465909
89319370,1994,12,0,1,98,0.469388
247920586,1994,12,0,1,74,0.405405
210040778,1994,12,0,1,161,0.52795
231843786,1994,12,0,1,85,0.435294
74397642,1994,12,0,1,112,0.491071
140638154,1994,12,0,1,151,0.523179
191215562,1994,12,0,1,107,0.476636
75716554,1994,12,0,1,104,0.480769
106133451,1995,12,1,0,133,0.503759
24577995,1995,12,1,0,74,0.418919
87467979,1995,12,1,0,220,0.554545
162781131,1995,12,1,0,110,0.472727
207144907,1995,12,1,0,245,0.559184
250640331,1995,12,1,0,136,0.5
224827339,1995,12,1,0,131,0.496183
186353611,1995,12,1,0,210,0.547619
169744331,1995,12,1,0,56,0.321429
51296203,1995,12,1,0,59,0.355932
6186955,1995,12,1,0,148,0.533784
38967243,1995,12,1,0,81,0.432099
16279499,1995,12,1,0,113,0.495575
15296459,1995,12,1,0,143,0.524476
131610571,1995,12,1,0,135,0.503704
264759243,1995,12,1,0,144,0.506944
234756043,1995,12,1,0,158,0.518987
69257163,1995,12,1,0,85,0.435294
175814603,1995,12,1,0,80,0.4125
34019275,1995,12,1,0,133,0.511278
262375371,1995,12,1,0,155,0.516129
130439115,1995,12,1,0,70,0.385714
61298635,1995,12,1,0,91,0.450549
204412875,1995,12,1,0,134,0.5
153475020,1996,12,0,1,132,0.507576
237004748,1996,12,0,1,101,0.465347
94767052,1996,12,0,1,60,0.366667
80758732,1996,12,0,1,139,0.517986
47163340,1996,12,0,1,124,0.508065
97335244,1996,12,0,1,63,0.380952
4913100,1996,12,0,1,51,0.372549
59271116,1996,12,0,1,99,0.474747
239667148,1996,12,0,1,185,0.540541
9574348,1996,12,0,1,155,0.541935
95156172,1996,12,0,1,114,0.491228
62322636,1996,12,0,1,137,0.518248
93517772,1996,12,0,1,136,0.514706
50034636,1996,12,0,1,197,0.553299
205404108,1996,12,0,1,115,0.486957
164435916,1996,12,0,1,148,0.52027
50288588,1996,12,0,1,59,0.372881
59799500,1996,12,0,1,80,0.4375
174905292,1996,12,0,1,156,0.525641
249169868,1996,12,0,1,147,0.517007
142485452,1996,12,0,1,124,0.5
229255116,1996,12,0,1,131,0.503817
118458316,1996,12,0,1,81,0.432099
239380428,1996,12,0,1,120,0.491667
202782669,1997,12,1,0,134,0.5
149710797,1997,12,1,0,67,0.373134
149915597,1997,12,1,0,140,0.507143
80115661,1997,12,1,0,82,0.426829
181753805,1997,12,1,0,75,0.4
91846605,1997,12,1,0,87,0.436782
125491149,1997,12,1,0,108,0.472222
89028557,1997,12,1,0,79,0.417722
20588493,1997,12,1,0,145,0.524138
107595725,1997,12,1,0,168,0.529762
19863501,1997,12,1,0,137,0.518248
59611085,1997,12,1,0,99,0.464646
65509325,1997,12,1,0,153,0.522876
76060621,1997,12,1,0,74,0.405405
256014285,1997,12,1,0,174,0.528736
98736077,1997,12,1,0,125,0.496
50767821,1997,12,1,0,197,0.548223
126711757,1997,12,1,0,89,0.438202
21264333,1997,12,1,0,99,0.474747
31643597,1997,12,1,0,98,0.469388
144144333,1997,12,1,0,162,0.524691
147150797,1997,12,1,0,113,0.477876
20740045,1997,12,1,0,118,0.5
251336653,1997,12,1,0,166,0.524096
61835214,1998,12,0,1,164,0.536585
4708302,1998,12,0,1,70,0.442857
221689806,1998,12,0,1,253,0.565217
239437774,1998,12,0,1,128,0.5
250341326,1998,12,0,1,136,0.507353
88582094,1998,12,0,1,174,0.54023
148531150,1998,12,0,1,75,0.413333
233580494,1998,12,0,1,158,0.525316
55535566,1998,12,0,1,167,0.538922
175253454,1998,12,0,1,118,0.491525
36759502,1998,12,0,1,111,0.495495
32839630,1998,12,0,1,128,0.515625
32118734,1998,12,0,1,95,0.473684
140904398,1998,12,0,1,162,0.530864
197945294,1998,12,0,1,129,0.503876
106338254,1998,12,0,1,103,0.475728
41498574,1998,12,0,1,184,0.548913
136792014,1998,12,0,1,105,0.47619
45549518,1998,12,0,1,116,0.5
94959566,1998,12,0,1,198,0.550505
16259022,1998,12,0,1,124,0.516129
117438414,1998,12,0,1,176,0.539773
259889102,1998,12,0,1,155,0.522581
206731214,1998,12,0,1,161,0.52795
259221455,1999,12,1,0,82,0.414634
203503567,1999,12,1,0,107,0.46729
181598159,1999,12,1,0,183,0.535519
209266639,1999,12,1,0,115,0.478261
251025359,1999,12,1,0,109,0.46789
130938831,1999,12,1,0,154,0.519481
52320207,1999,12,1,0,102,0.470588
110905295,1999,12,1,0,73,0.39726
83515343,1999,12,1,0,109,0.477064
75945935,1999,12,1,0,139,0.510791
75782095,1999,12,1,0,131,0.503817
131205071,1999,12,1,0,135,0.503704
88758223,1999,12,1,0,71,0.394366
99411919,1999,12,1,0,125,0.496
253777871,1999,12,1,0,117,0.478632
152213455,1999,12,1,0,105,0.466667
253315023,1999,12,1,0,74,0.391892
152274895,1999,12,1,0,59,0.338983
181192655,1999,12,1,0,80,0.4125
69576655,1999,12,1,0,85,0.435294
263002063,1999,12,1,0,63,0.349206
67258319,1999,12,1,0,161,0.52795
157165519,1999,12,1,0,148,0.513514
116983759,1999,12,1,0,103,0.466019
155088848,2000,12,0,1,102,0.470588
7686096,2000,12,0,1,85,0.470588
150534096,2000,12,0,1,178,0.539326
36374480,2000,12,0,1,141,0.524823
234670032,2000,12,0,1,204,0.54902
193071056,2000,12,0,1,83,0.433735
121219024,2000,12,0,1,76,0.421053
24795088,2000,12,0,1,112,0.5
214259664,2000,12,0,1,69,0.391304
123586512,2000,12,0,1,127,0.503937
127281104,2000,12,0,1,119,0.495798
87263184,2000,12,0,1,79,0.43038
3594192,2000,12,0,1,63,0.428571
88381392,2000,12,0,1,136,0.514706
22239184,2000,12,0,1,80,0.45
236898256,2000,12,0,1,139,0.510791
195860432,2000,12,0,1,80,0.425
172152784,2000,12,0,1,99,0.464646
90740688,2000,12,0,1,117,0.495726
87123920,2000,12,0,1,90,0.455556
207902672,2000,12,0,1,142,0.514085
105584592,2000,12,0,1,130,0.507692
171919312,2000,12,0,1,53,0.320755
265697232,2000,12,0,1,155,0.522581
109389777,2001,12,1,0,103,0.466019
262027217,2001,12,1,0,79,0.405063
218163153,2001,12,1,0,93,0.44086
86661073,2001,12,1,0,174,0.534483
64010193,2001,12,1,0,99,0.464646
227547089,2001,12,1,0,177,0.531073
87685073,2001,12,1,0,136,0.507353
63092689,2001,12,1,0,118,0.491525
41138129,2001,12,1,0,89,0.449438
206370769,2001,12,1,0,88,0.431818
