n,residue,M,event_A,event_B,stopping_time,mean_traj_event_A
225141249,513,12,1,0,93,0.44086
13074945,513,12,1,0,138,0.521739
104960513,513,12,1,0,68,0.382353
203518465,513,12,1,0,107,0.46729
48824833,513,12,1,0,94,0.457447
250565121,513,12,1,0,136,0.5
233206273,513,12,1,0,177,0.531073
62415361,513,12,1,0,107,0.476636
110531073,513,12,1,0,73,0.39726
37118465,513,12,1,0,125,0.504
136827393,513,12,1,0,162,0.524691
50459137,513,12,1,0,121,0.495868
93458945,513,12,1,0,125,0.496
25518593,513,12,1,0,74,0.418919
71651841,513,12,1,0,112,0.482143
118542849,513,12,1,0,184,0.538043
56168961,513,12,1,0,64,0.375
103076353,513,12,1,0,103,0.466019
153371137,513,12,1,0,70,0.385714
110547457,513,12,1,0,187,0.540107
153965057,513,12,1,0,197,0.543147
230617601,513,12,1,0,85,0.423529
140345858,514,12,0,1,70,0.4
92570114,514,12,0,1,125,0.504
214422018,514,12,0,1,123,0.495935
168202754,514,12,0,1,129,0.503876
1327618,514,12,0,1,141,0.546099
198025730,514,12,0,1,142,0.514085
211923458,514,12,0,1,104,0.471154
63472130,514,12,0,1,118,0.5
16851458,514,12,0,1,113,0.504425
132948482,514,12,0,1,154,0.525974
100119042,514,12,0,1,114,0.491228
93643266,514,12,0,1,190,0.547368
150897154,514,12,0,1,178,0.539326
159810050,514,12,0,1,140,0.514286
69079554,514,12,0,1,134,0.514925
198410754,514,12,0,1,69,0.391304
79049218,514,12,0,1,147,0.52381
243806722,514,12,0,1,101,0.465347
244982274,514,12,0,1,82,0.426829
188056066,514,12,0,1,137,0.510949
253219330,514,12,0,1,74,0.405405
122741250,514,12,0,1,146,0.520548
137847298,514,12,0,1,116,0.491379
95580674,514,12,0,1,87,0.448276
168215043,515,12,1,0,148,0.513514
264286723,515,12,1,0,79,0.405063
11174403,515,12,1,0,60,0.383333
243741187,515,12,1,0,101,0.455446
216506883,515,12,1,0,96,0.447917
81551875,515,12,1,0,128,0.5
233538051,515,12,1,0,131,0.496183
180732419,515,12,1,0,137,0.50365
89223683,515,12,1,0,136,0.507353
479747,515,12,1,0,54,0.407407
221024771,515,12,1,0,196,0.540816
43147779,515,12,1,0,65,0.384615
110498307,515,12,1,0,130,0.5
2822659,515,12,1,0,101,0.49505
30564867,515,12,1,0,60,0.366667
52806147,515,12,1,0,129,0.503876
67191299,515,12,1,0,180,0.538889
58393091,515,12,1,0,183,0.540984
132649475,515,12,1,0,97,0.453608
100528643,515,12,1,0,114,0.482456
221942275,515,12,1,0,126,0.492063
136647171,515,12,1,0,105,0.466667
28353027,515,12,1,0,147,0.52381
140866051,515,12,1,0,67,0.373134
31171076,516,12,0,1,117,0.504274
98697732,516,12,0,1,95,0.463158
197796356,516,12,0,1,142,0.514085
171954692,516,12,0,1,148,0.52027
84705796,516,12,0,1,193,0.549223
257421828,516,12,0,1,120,0.491667
181158404,516,12,0,1,107,0.476636
82457092,516,12,0,1,147,0.52381
30188036,516,12,0,1,79,0.443038
40124932,516,12,0,1,81,0.444444
196706820,516,12,0,1,153,0.522876
156238340,516,12,0,1,121,0.495868
253137412,516,12,0,1,90,0.444444
158212612,516,12,0,1,205,0.55122
242373124,516,12,0,1,112,0.482143
116503044,516,12,0,1,133,0.511278
35553796,516,12,0,1,130,0.515385
72012292,516,12,0,1,96,0.46875
110981636,516,12,0,1,130,0.507692
259461636,516,12,0,1,182,0.538462
147694084,516,12,0,1,75,0.413333
152195588,516,12,0,1,113,0.486726
21078532,516,12,0,1,126,0.515873
62001668,516,12,0,1,80,0.4375
98959877,517,12,1,0,114,0.482456
196321797,517,12,1,0,80,0.4125
161407493,517,12,1,0,167,0.526946
82653701,517,12,1,0,74,0.405405
117047813,517,12,1,0,65,0.369231
8036869,517,12,1,0,112,0.5
141533701,517,12,1,0,189,0.539683
213217797,517,12,1,0,131,0.496183
234013189,517,12,1,0,166,0.524096
185065989,517,12,1,0,164,0.52439
240251397,517,12,1,0,128,0.492188
206672389,517,12,1,0,161,0.521739
67314181,517,12,1,0,77,0.415584
208142853,517,12,1,0,180,0.533333
107823621,517,12,1,0,130,0.5
241639941,517,12,1,0,101,0.455446
30978565,517,12,1,0,125,0.504
152883717,517,12,1,0,178,0.533708
142459397,517,12,1,0,132,0.5
139186693,517,12,1,0,143,0.51049
21189125,517,12,1,0,91,0.461538
105603589,517,12,1,0,160,0.525
203543045,517,12,1,0,180,0.533333
249188869,517,12,1,0,128,0.492188
124920326,518,12,0,1,73,0.410959
124015110,518,12,0,1,146,0.520548
136028678,518,12,0,1,105,0.47619
70566406,518,12,0,1,85,0.447059
180802054,518,12,0,1,137,0.510949
23212550,518,12,0,1,85,0.458824
5583366,518,12,0,1,59,0.40678
263549446,518,12,0,1,109,0.477064
64307718,518,12,0,1,126,0.507937
81482246,518,12,0,1,112,0.491071
76001798,518,12,0,1,196,0.55102
18104838,518,12,0,1,148,0.533784
149983750,518,12,0,1,197,0.548223
162136582,518,12,0,1,205,0.55122
3428870,518,12,0,1,125,0.528
4993542,518,12,0,1,108,0.509259
116011526,518,12,0,1,138,0.514493
216474118,518,12,0,1,66,0.378788
58900998,518,12,0,1,129,0.511628
190943750,518,12,0,1,237,0.561181
229626374,518,12,0,1,139,0.510791
68563462,518,12,0,1,96,0.46875
114209286,518,12,0,1,92,0.456522
41980422,518,12,0,1,138,0.521739
53207559,519,12,1,0,75,0.413333
239964679,519,12,1,0,185,0.535135
235278855,519,12,1,0,120,0.483333
41423367,519,12,1,0,122,0.5
9462279,519,12,1,0,85,0.458824
116969991,519,12,1,0,84,0.428571
58024455,519,12,1,0,137,0.510949
19825159,519,12,1,0,126,0.507937
3600903,519,12,1,0,133,0.526316
93266439,519,12,1,0,182,0.538462
262005255,519,12,1,0,201,0.542289
259736071,519,12,1,0,220,0.55
141775367,519,12,1,0,200,0.545
253985287,519,12,1,0,120,0.483333
164434439,519,12,1,0,94,0.446809
229310983,519,12,1,0,104,0.461538
159461895,519,12,1,0,97,0.453608
8540679,519,12,1,0,120,0.508333
216949255,519,12,1,0,161,0.521739
195793415,519,12,1,0,134,0.5
263909895,519,12,1,0,101,0.455446
137794055,519,12,1,0,162,0.524691
121623047,519,12,1,0,146,0.513699
171155975,519,12,1,0,213,0.549296
188072456,520,12,0,1,107,0.476636
94188040,520,12,0,1,171,0.538012
9327112,520,12,0,1,109,0.504587
49185288,520,12,0,1,78,0.435897
205152776,520,12,0,1,104,0.471154
194748936,520,12,0,1,118,0.491525
144744968,520,12,0,1,97,0.463918
249942536,520,12,0,1,109,0.477064
208937480,520,12,0,1,115,0.486957
124506632,520,12,0,1,73,0.410959
169624072,520,12,0,1,102,0.470588
127128072,520,12,0,1,89,0.449438
233476616,520,12,0,1,150,0.52
85086728,520,12,0,1,52,0.326923
50745864,520,12,0,1,40,0.25
91906568,520,12,0,1,87,0.448276
59023880,520,12,0,1,61,0.377049
235741704,520,12,0,1,177,0.536723
94896648,520,12,0,1,125,0.504
68940296,520,12,0,1,142,0.521127
10846728,520,12,0,1,106,0.5
176878088,520,12,0,1,99,0.464646
103698952,520,12,0,1,114,0.491228
4436488,520,12,0,1,81,0.469136
159568393,521,12,1,0,83,0.421687
34050569,521,12,1,0,160,0.53125
114778633,521,12,1,0,100,0.46
31781385,521,12,1,0,90,0.455556
96891401,521,12,1,0,98,0.459184
167793161,521,12,1,0,167,0.526946
138273289,521,12,1,0,70,0.385714
10744329,521,12,1,0,68,0.411765
176902665,521,12,1,0,91,0.43956
257339913,521,12,1,0,128,0.492188
180916745,521,12,1,0,80,0.4125
194605577,521,12,1,0,134,0.5
39088649,521,12,1,0,73,0.410959
194081289,521,12,1,0,69,0.376812
147472905,521,12,1,0,151,0.516556
95179273,521,12,1,0,87,0.436782
172077577,521,12,1,0,156,0.519231
23339529,521,12,1,0,66,0.393939
127844873,521,12,1,0,154,0.519481
36774409,521,12,1,0,149,0.52349
160154121,521,12,1,0,97,0.453608
57852425,521,12,1,0,83,0.433735
264200713,521,12,1,0,220,0.55
261689865,521,12,1,0,109,0.46789
190022154,522,12,0,1,88,0.443182
105533962,522,12,0,1,130,0.507692
225563146,522,12,0,1,150,0.52
108184074,522,12,0,1,111,0.486486
119984650,522,12,0,1,95,0.463158
92680714,522,12,0,1,87,0.448276
127955466,522,12,0,1,127,0.503937
244285962,522,12,0,1,120,0.491667
110957066,522,12,0,1,157,0.528662
23155210,522,12,0,1,69,0.42029
104493578,522,12,0,1,76,0.421053
194179594,522,12,0,1,64,0.375
130863626,522,12,0,1,78,0.423077
105861642,522,12,0,1,114,0.491228
76714506,522,12,0,1,69,0.405797
101614090,522,12,0,1,133,0.511278
12886538,522,12,0,1,176,0.551136
144822794,522,12,0,1,189,0.544974
42947082,522,12,0,1,70,0.414286
8827402,522,12,0,1,101,0.49505
189915658,522,12,0,1,137,0.510949
565770,522,12,0,1,59,0.440678
6308362,522,12,0,1,72,0.444444
39719434,522,12,0,1,62,0.387097
149881355,523,12,1,0,243,0.559671
95879691,523,12,1,0,182,0.538462
54010379,523,12,1,0,94,0.457447
227725835,523,12,1,0,120,0.483333
103219723,523,12,1,0,122,0.491803
156152331,523,12,1,0,140,0.507143
210129419,523,12,1,0,207,0.545894
167084555,523,12,1,0,156,0.519231
23925259,523,12,1,0,112,0.491071
219136523,523,12,1,0,177,0.531073
224027147,523,12,1,0,131,0.496183
94528011,523,12,1,0,117,0.487179
249762315,523,12,1,0,139,0.503597
149451275,523,12,1,0,151,0.516556
70214155,523,12,1,0,104,0.471154
16208395,523,12,1,0,113,0.495575
135311883,523,12,1,0,124,0.491935
35824139,523,12,1,0,84,0.440476
251216395,523,12,1,0,193,0.53886
116826635,523,12,1,0,133,0.503759
234152459,523,12,1,0,147,0.510204
213996043,523,12,1,0,115,0.478261
140632587,523,12,1,0,105,0.466667
52515339,523,12,1,0,102,0.470588
102494732,524,12,0,1,160,0.53125
98021900,524,12,0,1,87,0.448276
176480780,524,12,0,1,83,0.433735
46858764,524,12,0,1,246,0.569106
12276236,524,12,0,1,65,0.415385
100635148,524,12,0,1,60,0.366667
41214476,524,12,0,1,108,0.490741
124375564,524,12,0,1,146,0.520548
63836684,524,12,0,1,145,0.524138
152777228,524,12,0,1,151,0.523179
197927436,524,12,0,1,115,0.486957
61325836,524,12,0,1,164,0.536585
42545676,524,12,0,1,89,0.460674
168137228,524,12,0,1,129,0.503876
13582860,524,12,0,1,165,0.545455
101736972,524,12,0,1,114,0.491228
105726476,524,12,0,1,114,0.491228
190571020,524,12,0,1,191,0.544503
7868940,524,12,0,1,85,0.470588
206107148,524,12,0,1,142,0.514085
151847436,524,12,0,1,105,0.47619
143729164,524,12,0,1,97,0.463918
251933196,524,12,0,1,120,0.491667
78397964,524,12,0,1,120,0.5
20939277,525,12,1,0,72,0.416667
214675981,525,12,1,0,85,0.423529
252772877,525,12,1,0,120,0.483333
252457485,525,12,1,0,193,0.53886
3895821,525,12,1,0,84,0.464286
105579021,525,12,1,0,122,0.491803
61538829,525,12,1,0,107,0.476636
149619213,525,12,1,0,197,0.543147
244134413,525,12,1,0,109,0.46789
78111245,525,12,1,0,120,0.491667
97296909,525,12,1,0,98,0.459184
255488525,525,12,1,0,155,0.516129
121377293,525,12,1,0,119,0.487395
63025677,525,12,1,0,164,0.530488
67179021,525,12,1,0,180,0.538889
177848845,525,12,1,0,83,0.421687
108696077,525,12,1,0,65,0.369231
166625805,525,12,1,0,121,0.487603
230961677,525,12,1,0,166,0.524096
222106125,525,12,1,0,131,0.496183
225665549,525,12,1,0,93,0.44086
90628621,525,12,1,0,79,0.417722
242172429,525,12,1,0,139,0.503597
132305421,525,12,1,0,135,0.503704
12792334,526,12,0,1,149,0.536913
207323662,526,12,0,1,161,0.52795
14799374,526,12,0,1,238,0.571429
112259598,526,12,0,1,122,0.5
89731598,526,12,0,1,163,0.533742
70537742,526,12,0,1,104,0.480769
240538126,526,12,0,1,150,0.52
113771022,526,12,0,1,187,0.545455
156590606,526,12,0,1,124,0.5
239125006,526,12,0,1,223,0.556054
99439118,526,12,0,1,171,0.538012
107782670,526,12,0,1,95,0.463158
150663694,526,12,0,1,108,0.481481
94245390,526,12,0,1,71,0.408451
92148238,526,12,0,1,87,0.448276
39404046,526,12,0,1,114,0.5
12153358,526,12,0,1,130,0.523077
209105422,526,12,0,1,85,0.435294
141705742,526,12,0,1,254,0.566929
13517326,526,12,0,1,108,0.5
99930638,526,12,0,1,141,0.51773
159330830,526,12,0,1,75,0.413333
150917646,526,12,0,1,94,0.457447
224981518,526,12,0,1,123,0.495935
41005583,527,12,1,0,81,0.432099
191447567,527,12,1,0,167,0.526946
32457231,527,12,1,0,95,0.463158
198603279,527,12,1,0,134,0.5
227815951,527,12,1,0,139,0.503597
61059599,527,12,1,0,110,0.481818
240558607,527,12,1,0,204,0.544118
186343951,527,12,1,0,99,0.454545
248218127,527,12,1,0,139,0.503597
187154959,527,12,1,0,153,0.51634
221491727,527,12,1,0,126,0.492063
37544463,527,12,1,0,92,0.456522
22970895,527,12,1,0,221,0.561086
176861711,527,12,1,0,80,0.4125
84484623,527,12,1,0,117,0.487179
151568911,527,12,1,0,105,0.466667
117506575,527,12,1,0,81,0.419753
68399631,527,12,1,0,161,0.52795
82346511,527,12,1,0,90,0.444444
459279,527,12,1,0,149,0.550336
237220367,527,12,1,0,85,0.423529
13685263,527,12,1,0,146,0.527397
111292943,527,12,1,0,111,0.477477
229204495,527,12,1,0,74,0.391892
84570640,528,12,0,1,55,0.345455
266719760,528,12,0,1,155,0.522581
50352656,528,12,0,1,48,0.3125
53838352,528,12,0,1,83,0.445783
136221200,528,12,0,1,89,0.449438
205156880,528,12,0,1,104,0.471154
114418192,528,12,0,1,122,0.5
243388944,528,12,0,1,77,0.415584
41275920,528,12,0,1,92,0.467391
225333776,528,12,0,1,93,0.451613
204374544,528,12,0,1,88,0.443182
227557904,528,12,0,1,177,0.536723
153690640,528,12,0,1,159,0.528302
254534160,528,12,0,1,90,0.444444
248578576,528,12,0,1,101,0.465347
204366352,528,12,0,1,77,0.415584
65774096,528,12,0,1,134,0.514925
185049616,528,12,0,1,126,0.5
23835152,528,12,0,1,123,0.512195
261075472,528,12,0,1,174,0.534483
126435856,528,12,0,1,127,0.503937
198619664,528,12,0,1,96,0.458333
113009168,528,12,0,1,95,0.463158
61710864,528,12,0,1,56,0.357143
202334737,529,12,1,0,77,0.402597
206361105,529,12,1,0,169,0.526627
54817297,529,12,1,0,113,0.486726
213955089,529,12,1,0,131,0.496183
218333713,529,12,1,0,150,0.513333
102580753,529,12,1,0,187,0.540107
97235473,529,12,1,0,133,0.503759
28598801,529,12,1,0,55,0.345455
34705937,529,12,1,0,52,0.326923
229159441,529,12,1,0,74,0.391892
23179793,529,12,1,0,104,0.480769
200204817,529,12,1,0,110,0.472727
217809425,529,12,1,0,169,0.526627
88760849,529,12,1,0,101,0.465347
43975185,529,12,1,0,116,0.491379
76972561,529,12,1,0,158,0.525316
74949137,529,12,1,0,93,0.451613
82342417,529,12,1,0,58,0.344828
81642001,529,12,1,0,120,0.491667
206389777,529,12,1,0,134,0.5
244384273,529,12,1,0,101,0.455446
252445201,529,12,1,0,147,0.510204
248107537,529,12,1,0,147,0.510204
198443537,529,12,1,0,80,0.4125
140296722,530,12,0,1,70,0.4
28566034,530,12,0,1,85,0.458824
254558738,530,12,0,1,117,0.487179
204411410,530,12,0,1,96,0.458333
206000658,530,12,0,1,104,0.471154
202404370,530,12,0,1,115,0.486957
55267858,530,12,0,1,129,0.511628
37925394,530,12,0,1,87,0.45977
259015186,530,12,0,1,90,0.444444
156394002,530,12,0,1,83,0.433735
22581778,530,12,0,1,134,0.522388
243003922,530,12,0,1,166,0.53012
58397202,530,12,0,1,83,0.445783
149287442,530,12,0,1,197,0.548223
93581842,530,12,0,1,68,0.397059
14705170,530,12,0,1,78,0.448718
257102354,530,12,0,1,174,0.534483
18420242,530,12,0,1,102,0.490196
111919634,530,12,0,1,111,0.486486
263987730,530,12,0,1,163,0.527607
16384530,530,12,0,1,127,0.519685
264593938,530,12,0,1,147,0.517007
181273106,530,12,0,1,175,0.537143
262849042,530,12,0,1,82,0.426829
158077459,531,12,1,0,102,0.460784
248349203,531,12,1,0,193,0.53886
196768275,531,12,1,0,172,0.52907
91636243,531,12,1,0,90,0.444444
168415763,531,12,1,0,167,0.526946
178979347,531,12,1,0,156,0.519231
215314963,531,12,1,0,115,0.478261
161526291,531,12,1,0,167,0.526946
21496339,531,12,1,0,134,0.514925
5378579,531,12,1,0,67,0.41791
151544339,531,12,1,0,67,0.373134
261427731,531,12,1,0,117,0.478632
156598803,531,12,1,0,102,0.460784
113668627,531,12,1,0,103,0.466019
212701715,531,12,1,0,123,0.487805
25756179,531,12,1,0,196,0.55102
182481427,531,12,1,0,64,0.359375
218239507,531,12,1,0,93,0.44086
72368659,531,12,1,0,115,0.486957
77799955,531,12,1,0,150,0.52
72692243,531,12,1,0,169,0.532544
195826195,531,12,1,0,161,0.521739
42615315,531,12,1,0,84,0.440476
29139475,531,12,1,0,128,0.507812
227389972,532,12,0,1,131,0.503817
245080596,532,12,0,1,120,0.491667
242774548,532,12,0,1,120,0.491667
234410516,532,12,0,1,50,0.3
45101588,532,12,0,1,105,0.485714
7459348,532,12,0,1,50,0.36
2265620,532,12,0,1,61,0.42623
121029140,532,12,0,1,138,0.514493
111133204,532,12,0,1,92,0.456522
60690964,532,12,0,1,75,0.426667
175591956,532,12,0,1,80,0.425
200598036,532,12,0,1,96,0.458333
190657044,532,12,0,1,145,0.517241
158622228,532,12,0,1,140,0.514286
39588372,532,12,0,1,157,0.535032
200995348,532,12,0,1,61,0.360656
82190868,532,12,0,1,90,0.455556
28156436,532,12,0,1,147,0.530612
36250132,532,12,0,1,122,0.508197
251515412,532,12,0,1,147,0.517007
141656596,532,12,0,1,67,0.38806
188371476,532,12,0,1,107,0.476636
111985172,532,12,0,1,106,0.481132
96002580,532,12,0,1,82,0.439024
133894677,533,12,1,0,97,0.453608
79811093,533,12,1,0,139,0.510791
249729557,533,12,1,0,128,0.492188
235672085,533,12,1,0,177,0.531073
2228757,533,12,1,0,137,0.532847
171344405,533,12,1,0,102,0.460784
205451797,533,12,1,0,104,0.461538
224993813,533,12,1,0,177,0.531073
47555093,533,12,1,0,113,0.486726
235954709,533,12,1,0,66,0.363636
219030037,533,12,1,0,77,0.402597
225817109,533,12,1,0,93,0.44086
26100245,533,12,1,0,112,0.491071
103883285,533,12,1,0,122,0.491803
83825173,533,12,1,0,101,0.465347
213586453,533,12,1,0,96,0.447917
18993685,533,12,1,0,118,0.5
219632149,533,12,1,0,77,0.402597
32670229,533,12,1,0,52,0.326923
69026325,533,12,1,0,142,0.514085
221467157,533,12,1,0,85,0.423529
258109973,533,12,1,0,155,0.516129
150753813,533,12,1,0,59,0.338983
227971605,533,12,1,0,88,0.431818
19948054,534,12,0,1,118,0.508475
243094038,534,12,0,1,131,0.503817
30732822,534,12,0,1,79,0.443038
215921174,534,12,0,1,131,0.503817
42152470,534,12,0,1,135,0.518519
38421014,534,12,0,1,157,0.535032
229442070,534,12,0,1,131,0.503817
167797270,534,12,0,1,167,0.532934
82674198,534,12,0,1,120,0.5
51286550,534,12,0,1,86,0.453488
155501078,534,12,0,1,83,0.433735
153485846,534,12,0,1,48,0.291667
141480470,534,12,0,1,86,0.44186
124789270,534,12,0,1,127,0.503937
2376214,534,12,0,1,126,0.531746
67154454,534,12,0,1,96,0.46875
225886742,534,12,0,1,93,0.451613
153973270,534,12,0,1,59,0.355932
46199318,534,12,0,1,59,0.372881
185352726,534,12,0,1,88,0.443182
168542742,534,12,0,1,64,0.375
74764822,534,12,0,1,107,0.485981
51806742,534,12,0,1,83,0.445783
25674262,534,12,0,1,112,0.5
33759767,535,12,1,0,90,0.455556
251269655,535,12,1,0,74,0.391892
217780759,535,12,1,0,123,0.487805
104997399,535,12,1,0,179,0.536313
257196567,535,12,1,0,158,0.518987
75072023,535,12,1,0,93,0.451613
12395031,535,12,1,0,130,0.515385
94614039,535,12,1,0,125,0.496
10568215,535,12,1,0,114,0.5
182432279,535,12,1,0,191,0.539267
206029335,535,12,1,0,88,0.431818
173105687,535,12,1,0,99,0.454545
212312599,535,12,1,0,161,0.521739
191918615,535,12,1,0,126,0.492063
201687575,535,12,1,0,69,0.376812
140083735,535,12,1,0,70,0.385714
87056919,535,12,1,0,193,0.544041
249139735,535,12,1,0,123,0.487805
206815767,535,12,1,0,85,0.423529
167727639,535,12,1,0,121,0.487603
159216151,535,12,1,0,113,0.477876
197116439,535,12,1,0,77,0.402597
125018647,535,12,1,0,135,0.503704
21819927,535,12,1,0,153,0.529412
202109464,536,12,0,1,107,0.476636
138326552,536,12,0,1,86,0.44186
48370200,536,12,0,1,170,0.541176
80253464,536,12,0,1,109,0.486239
133136920,536,12,0,1,70,0.4
196653592,536,12,0,1,80,0.425
148038168,536,12,0,1,97,0.463918
261759512,536,12,0,1,82,0.426829
199610904,536,12,0,1,107,0.476636
64803352,536,12,0,1,126,0.507937
199934488,536,12,0,1,77,0.415584
20103704,536,12,0,1,80,0.45
3809816,536,12,0,1,84,0.47619
109920792,536,12,0,1,130,0.507692
185385496,536,12,0,1,72,0.402778
201908760,536,12,0,1,153,0.522876
6693400,536,12,0,1,80,0.4625
68665880,536,12,0,1,88,0.454545
252465688,536,12,0,1,128,0.5
25420312,536,12,0,1,74,0.432432
160789016,536,12,0,1,121,0.495868
52470296,536,12,0,1,140,0.521429
137191960,536,12,0,1,143,0.517483
206066200,536,12,0,1,85,0.435294
187671065,537,12,1,0,134,0.5
135635481,537,12,1,0,124,0.491935
184717849,537,12,1,0,145,0.510345
258642457,537,12,1,0,128,0.492188
184906265,537,12,1,0,56,0.321429
221200921,537,12,1,0,150,0.513333
134025753,537,12,1,0,173,0.531792
110367257,537,12,1,0,122,0.491803
104722969,537,12,1,0,187,0.540107
127042073,537,12,1,0,89,0.438202
8520217,537,12,1,0,47,0.319149
215634457,537,12,1,0,150,0.513333
44614169,537,12,1,0,97,0.463918
95527449,537,12,1,0,87,0.436782
112517657,537,12,1,0,57,0.333333
2859545,537,12,1,0,101,0.49505
135213593,537,12,1,0,124,0.491935
78500377,537,12,1,0,120,0.491667
245608985,537,12,1,0,120,0.483333
134509081,537,12,1,0,124,0.491935
37958169,537,12,1,0,76,0.421053
80957977,537,12,1,0,77,0.415584
120361497,537,12,1,0,127,0.496063
147784217,537,12,1,0,113,0.477876
88924698,538,12,0,1,201,0.552239
49660442,538,12,0,1,67,0.402985
159617562,538,12,0,1,75,0.413333
224477722,538,12,0,1,123,0.495935
133452314,538,12,0,1,154,0.525974
137499162,538,12,0,1,86,0.44186
125051418,538,12,0,1,108,0.481481
103338522,538,12,0,1,57,0.350877
49783322,538,12,0,1,132,0.515152
8770074,538,12,0,1,66,0.424242
121164314,538,12,0,1,76,0.421053
81801754,538,12,0,1,193,0.549223
28545562,538,12,0,1,71,0.422535
118493722,538,12,0,1,130,0.507692
103133722,538,12,0,1,103,0.475728
58159642,538,12,0,1,72,0.416667
130138650,538,12,0,1,154,0.525974
263012890,538,12,0,1,79,0.417722
48951834,538,12,0,1,75,0.426667
151069210,538,12,0,1,151,0.523179
240206362,538,12,0,1,101,0.465347
250495514,538,12,0,1,166,0.53012
234922522,538,12,0,1,131,0.503817
240259610,538,12,0,1,112,0.482143
74600987,539,12,1,0,234,0.559829
183644699,539,12,1,0,126,0.492063
166306331,539,12,1,0,91,0.43956
68465179,539,12,1,0,134,0.507463
56570395,539,12,1,0,91,0.450549
73548315,539,12,1,0,123,0.495935
68059675,539,12,1,0,142,0.514085
157278747,539,12,1,0,102,0.460784
120992283,539,12,1,0,184,0.538043
229024283,539,12,1,0,74,0.391892
204050971,539,12,1,0,264,0.564394
94605851,539,12,1,0,163,0.527607
220361243,539,12,1,0,131,0.496183
92525083,539,12,1,0,125,0.496
258601499,539,12,1,0,174,0.528736
29491739,539,12,1,0,90,0.455556
43360795,539,12,1,0,100,0.47
233779739,539,12,1,0,196,0.540816
220672539,539,12,1,0,112,0.473214
54411803,539,12,1,0,67,0.38806
152695323,539,12,1,0,75,0.4
19083803,539,12,1,0,72,0.416667
116408859,539,12,1,0,119,0.487395
28115483,539,12,1,0,90,0.455556
18907676,540,12,0,1,64,0.40625
93573660,540,12,0,1,152,0.526316
210215452,540,12,0,1,115,0.486957
175706652,540,12,0,1,156,0.525641
128533020,540,12,0,1,108,0.481481
262148636,540,12,0,1,136,0.507353
129544732,540,12,0,1,165,0.533333
195895836,540,12,0,1,153,0.522876
248984092,540,12,0,1,166,0.53012
176218652,540,12,0,1,72,0.402778
117023260,540,12,0,1,103,0.475728
93983260,540,12,0,1,133,0.511278
72552988,540,12,0,1,69,0.405797
61100572,540,12,0,1,145,0.524138
234869276,540,12,0,1,120,0.491667
173597212,540,12,0,1,156,0.525641
31240732,540,12,0,1,125,0.512
57549340,540,12,0,1,167,0.538922
254951964,540,12,0,1,174,0.534483
89698844,540,12,0,1,79,0.43038
208921116,540,12,0,1,142,0.514085
143532572,540,12,0,1,86,0.44186
185336348,540,12,0,1,56,0.339286
212304412,540,12,0,1,85,0.435294
1397277,541,12,1,0,92,0.48913
219157021,541,12,1,0,177,0.531073
265810461,541,12,1,0,98,0.44898
256197149,541,12,1,0,117,0.478632
189903389,541,12,1,0,88,0.431818
133243421,541,12,1,0,165,0.527273
101511709,541,12,1,0,122,0.491803
262435357,541,12,1,0,220,0.55
165044765,541,12,1,0,148,0.513514
63787549,541,12,1,0,118,0.491525
89596445,541,12,1,0,155,0.522581
252883485,541,12,1,0,90,0.433333
134865437,541,12,1,0,97,0.453608
43897373,541,12,1,0,162,0.530864
53711389,541,12,1,0,83,0.433735
203788829,541,12,1,0,115,0.478261
170119709,541,12,1,0,86,0.430233
11461149,541,12,1,0,57,0.368421
45441565,541,12,1,0,108,0.481481
182882845,541,12,1,0,164,0.52439
20894237,541,12,1,0,107,0.485981
108937757,541,12,1,0,206,0.548544
43602461,541,12,1,0,238,0.563025
220787229,541,12,1,0,112,0.473214
106263070,542,12,0,1,76,0.421053
54833694,542,12,0,1,167,0.538922
167961118,542,12,0,1,83,0.433735
247304734,542,12,0,1,185,0.540541
258093598,542,12,0,1,174,0.534483
53006878,542,12,0,1,129,0.511628
234680862,542,12,0,1,131,0.503817
182469150,542,12,0,1,91,0.450549
48910878,542,12,0,1,151,0.529801
114446878,542,12,0,1,176,0.539773
207786526,542,12,0,1,161,0.52795
95310366,542,12,0,1,163,0.533742
192139806,542,12,0,1,115,0.486957
84750878,542,12,0,1,93,0.462366
27697694,542,12,0,1,120,0.508333
246084126,542,12,0,1,158,0.525316
39871006,542,12,0,1,157,0.535032
93512222,542,12,0,1,68,0.397059
121655838,542,12,0,1,127,0.503937
102572574,542,12,0,1,225,0.56
141672990,542,12,0,1,100,0.47
664094,542,12,0,1,64,0.453125
235229726,542,12,0,1,223,0.556054
120177182,542,12,0,1,184,0.543478
179647007,543,12,1,0,164,0.52439
186704415,543,12,1,0,156,0.519231
256049695,543,12,1,0,239,0.556485
201560607,543,12,1,0,180,0.533333
30065183,543,12,1,0,93,0.462366
122446367,543,12,1,0,127,0.496063
97006111,543,12,1,0,190,0.542105
144331295,543,12,1,0,113,0.477876
44130847,543,12,1,0,143,0.517483
158839327,543,12,1,0,178,0.533708
220590623,543,12,1,0,234,0.555556
210960927,543,12,1,0,104,0.461538
125342239,543,12,1,0,211,0.549763
3297823,543,12,1,0,98,0.489796
103571999,543,12,1,0,114,0.482456
84197919,543,12,1,0,120,0.491667
65528351,543,12,1,0,129,0.503876
11657759,543,12,1,0,141,0.524823
243597855,543,12,1,0,77,0.402597
167199263,543,12,1,0,110,0.472727
