n,v2,log_ratio
12663,1,0.4054914312
12665,2,-0.2876557535
12667,1,0.4054914229
12669,3,-0.9808029424
12671,1,0.4054914146
12673,2,-0.2876557702
12675,1,0.4054914063
12677,4,-1.6739501396
12679,1,0.4054913980
12681,2,-0.2876557868
12683,1,0.4054913897
12685,3,-0.9808029756
12687,1,0.4054913814
12689,2,-0.2876558033
12691,1,0.4054913731
12693,6,-3.0602445338
12695,1,0.4054913648
12697,2,-0.2876558199
12699,1,0.4054913565
12701,3,-0.9808030087
12703,1,0.4054913483
12705,2,-0.2876558364
12707,1,0.4054913400
12709,4,-1.6739502058
12711,1,0.4054913318
12713,2,-0.2876558529
12715,1,0.4054913235
12717,3,-0.9808030417
12719,1,0.4054913153
12721,2,-0.2876558694
12723,1,0.4054913070
12725,5,-2.3670974193
12727,1,0.4054912988
12729,2,-0.2876558859
12731,1,0.4054912906
12733,3,-0.9808030747
12735,1,0.4054912824
12737,2,-0.2876559023
12739,1,0.4054912741
12741,4,-1.6739502717
12743,1,0.4054912659
12745,2,-0.2876559187
12747,1,0.4054912577
12749,3,-0.9808031075
12751,1,0.4054912495
12753,2,-0.2876559352
12755,1,0.4054912413
12757,7,-3.7533918461
12759,1,0.4054912331
12761,2,-0.2876559515
12763,1,0.4054912249
12765,3,-0.9808031403
12767,1,0.4054912167
12769,2,-0.2876559679
12771,1,0.4054912086
12773,4,-1.6739503372
12775,1,0.4054912004
12777,2,-0.2876559842
12779,1,0.4054911922
12781,3,-0.9808031730
12783,1,0.4054911841
12785,2,-0.2876560006
12787,1,0.4054911759
12789,5,-2.3670975504
12791,1,0.4054911678
12793,2,-0.2876560169
12795,1,0.4054911596
12797,3,-0.9808032056
12799,1,0.4054911515
12801,2,-0.2876560332
12803,1,0.4054911433
12805,4,-1.6739504024
12807,1,0.4054911352
12809,2,-0.2876560494
12811,1,0.4054911271
12813,3,-0.9808032381
12815,1,0.4054911190
12817,2,-0.2876560657
12819,1,0.4054911108
12821,6,-3.0602447960
12823,1,0.4054911027
12825,2,-0.2876560819
12827,1,0.4054910946
12829,3,-0.9808032705
12831,1,0.4054910865
12833,2,-0.2876560981
12835,1,0.4054910784
12837,4,-1.6739504673
12839,1,0.4054910703
12841,2,-0.2876561143
12843,1,0.4054910622
12845,3,-0.9808033029
12847,1,0.4054910542
12849,2,-0.2876561304
12851,1,0.4054910461
12853,5,-2.3670976802
12855,1,0.4054910380
12857,2,-0.2876561466
12859,1,0.4054910300
12861,3,-0.9808033352
12863,1,0.4054910219
12865,2,-0.2876561627
12867,1,0.4054910138
12869,4,-1.6739505319
12871,1,0.4054910058
12873,2,-0.2876561788
12875,1,0.4054909977
12877,3,-0.9808033674
12879,1,0.4054909897
12881,2,-0.2876561949
12883,1,0.4054909817
12885,8,-4.4465392863
12887,1,0.4054909736
12889,2,-0.2876562109
12891,1,0.4054909656
12893,3,-0.9808033995
12895,1,0.4054909576
12897,2,-0.2876562270
12899,1,0.4054909496
12901,4,-1.6739505961
12903,1,0.4054909416
12905,2,-0.2876562430
12907,1,0.4054909336
12909,3,-0.9808034316
12911,1,0.4054909256
12913,2,-0.2876562590
12915,1,0.4054909176
12917,5,-2.3670978087
12919,1,0.4054909096
12921,2,-0.2876562750
12923,1,0.4054909016
12925,3,-0.9808034635
12927,1,0.4054908936
12929,2,-0.2876562910
12931,1,0.4054908856
12933,4,-1.6739506600
12935,1,0.4054908777
12937,2,-0.2876563069
12939,1,0.4054908697
12941,3,-0.9808034954
12943,1,0.4054908617
12945,2,-0.2876563228
12947,1,0.4054908538
12949,6,-3.0602450530
12951,1,0.4054908458
12953,2,-0.2876563387
12955,1,0.4054908379
12957,3,-0.9808035272
12959,1,0.4054908299
12961,2,-0.2876563546
12963,1,0.4054908220
12965,4,-1.6739507237
12967,1,0.4054908141
12969,2,-0.2876563705
12971,1,0.4054908061
12973,3,-0.9808035590
12975,1,0.4054907982
12977,2,-0.2876563863
12979,1,0.4054907903
12981,5,-2.3670979359
12983,1,0.4054907824
12985,2,-0.2876564021
12987,1,0.4054907745
12989,3,-0.9808035906
12991,1,0.4054907666
12993,2,-0.2876564179
12995,1,0.4054907587
12997,4,-1.6739507870
12999,1,0.4054907508
13001,2,-0.2876564337
13003,1,0.4054907429
13005,3,-0.9808036222
13007,1,0.4054907350
13009,2,-0.2876564495
13011,1,0.4054907271
13013,7,-3.7533923602
13015,1,0.4054907193
13017,2,-0.2876564652
13019,1,0.4054907114
13021,3,-0.9808036537
13023,1,0.4054907035
13025,2,-0.2876564810
13027,1,0.4054906957
13029,4,-1.6739508499
13031,1,0.4054906878
13033,2,-0.2876564967
13035,1,0.4054906800
13037,3,-0.9808036851
13039,1,0.4054906721
13041,2,-0.2876565124
13043,1,0.4054906643
13045,5,-2.3670980619
13047,1,0.4054906564
13049,2,-0.2876565280
13051,1,0.4054906486
13053,3,-0.9808037164
13055,1,0.4054906408
13057,2,-0.2876565437
13059,1,0.4054906330
13061,4,-1.6739509126
13063,1,0.4054906251
13065,2,-0.2876565593
13067,1,0.4054906173
13069,3,-0.9808037477
13071,1,0.4054906095
13073,2,-0.2876565749
13075,1,0.4054906017
13077,6,-3.0602453050
13079,1,0.4054905939
13081,2,-0.2876565905
13083,1,0.4054905861
13085,3,-0.9808037789
13087,1,0.4054905784
13089,2,-0.2876566061
13091,1,0.4054905706
13093,4,-1.6739509750
13095,1,0.4054905628
13097,2,-0.2876566217
13099,1,0.4054905550
13101,3,-0.9808038100
13103,1,0.4054905473
13105,2,-0.2876566372
13107,1,0.4054905395
13109,5,-2.3670981866
13111,1,0.4054905317
13113,2,-0.2876566527
13115,1,0.4054905240
13117,3,-0.9808038410
13119,1,0.4054905162
13121,2,-0.2876566682
13123,1,0.4054905085
13125,4,-1.6739510371
13127,1,0.4054905007
13129,2,-0.2876566837
13131,1,0.4054904930
13133,3,-0.9808038720
13135,1,0.4054904853
13137,2,-0.2876566991
13139,1,0.4054904776
13141,9,-5.1396869708
13143,1,0.4054904698
13145,2,-0.2876567146
13147,1,0.4054904621
13149,3,-0.9808039029
13151,1,0.4054904544
13153,2,-0.2876567300
13155,1,0.4054904467
13157,4,-1.6739510988
13159,1,0.4054904390
13161,2,-0.2876567454
13163,1,0.4054904313
13165,3,-0.9808039337
13167,1,0.4054904236
13169,2,-0.2876567608
13171,1,0.4054904159
13173,5,-2.3670983102
13175,1,0.4054904082
13177,2,-0.2876567762
13179,1,0.4054904006
13181,3,-0.9808039644
13183,1,0.4054903929
13185,2,-0.2876567915
13187,1,0.4054903852
13189,4,-1.6739511603
13191,1,0.4054903775
13193,2,-0.2876568068
13195,1,0.4054903699
13197,3,-0.9808039951
13199,1,0.4054903622
13201,2,-0.2876568222
13203,1,0.4054903546
13205,6,-3.0602455520
13207,1,0.4054903469
13209,2,-0.2876568375
13211,1,0.4054903393
13213,3,-0.9808040257
13215,1,0.4054903317
13217,2,-0.2876568527
13219,1,0.4054903240
13221,4,-1.6739512215
13223,1,0.4054903164
13225,2,-0.2876568680
13227,1,0.4054903088
13229,3,-0.9808040562
13231,1,0.4054903011
13233,2,-0.2876568832
13235,1,0.4054902935
13237,5,-2.3670984325
13239,1,0.4054902859
13241,2,-0.2876568984
13243,1,0.4054902783
13245,3,-0.9808040866
13247,1,0.4054902707
13249,2,-0.2876569136
13251,1,0.4054902631
13253,4,-1.6739512823
13255,1,0.4054902555
13257,2,-0.2876569288
13259,1,0.4054902479
13261,3,-0.9808041170
13263,1,0.4054902404
13265,2,-0.2876569440
13267,1,0.4054902328
13269,7,-3.7533928544
13271,1,0.4054902252
13273,2,-0.2876569591
13275,1,0.4054902176
13277,3,-0.9808041473
13279,1,0.4054902101
13281,2,-0.2876569743
13283,1,0.4054902025
13285,4,-1.6739513429
13287,1,0.4054901950
13289,2,-0.2876569894
13291,1,0.4054901874
13293,3,-0.9808041775
13295,1,0.4054901799
13297,2,-0.2876570045
13299,1,0.4054901723
13301,5,-2.3670985537
13303,1,0.4054901648
13305,2,-0.2876570195
13307,1,0.4054901573
13309,3,-0.9808042076
13311,1,0.4054901497
13313,2,-0.2876570346
13315,1,0.4054901422
13317,4,-1.6739514032
13319,1,0.4054901347
13321,2,-0.2876570496
13323,1,0.4054901272
13325,3,-0.9808042377
13327,1,0.4054901197
13329,2,-0.2876570646
13331,1,0.4054901122
13333,6,-3.0602457944
13335,1,0.4054901047
13337,2,-0.2876570796
13339,1,0.4054900972
13341,3,-0.9808042677
13343,1,0.4054900897
13345,2,-0.2876570946
13347,1,0.4054900822
13349,4,-1.6739514632
13351,1,0.4054900747
13353,2,-0.2876571096
13355,1,0.4054900672
13357,3,-0.9808042976
13359,1,0.4054900598
13361,2,-0.2876571245
13363,1,0.4054900523
13365,5,-2.3670986737
13367,1,0.4054900448
13369,2,-0.2876571395
13371,1,0.4054900374
13373,3,-0.9808043275
13375,1,0.4054900299
13377,2,-0.2876571544
13379,1,0.4054900225
13381,4,-1.6739515229
13383,1,0.4054900150
13385,2,-0.2876571693
13387,1,0.4054900076
13389,3,-0.9808043573
13391,1,0.4054900001
13393,2,-0.2876571841
13395,1,0.4054899927
13397,8,-4.4465402749
13399,1,0.4054899853
13401,2,-0.2876571990
13403,1,0.4054899779
13405,3,-0.9808043870
13407,1,0.4054899704
13409,2,-0.2876572138
13411,1,0.4054899630
13413,4,-1.6739515824
13415,1,0.4054899556
13417,2,-0.2876572287
13419,1,0.4054899482
13421,3,-0.9808044166
13423,1,0.4054899408
13425,2,-0.2876572435
13427,1,0.4054899334
13429,5,-2.3670987925
13431,1,0.4054899260
13433,2,-0.2876572582
13435,1,0.4054899186
13437,3,-0.9808044462
13439,1,0.4054899112
13441,2,-0.2876572730
13443,1,0.4054899039
13445,4,-1.6739516415
13447,1,0.4054898965
13449,2,-0.2876572878
13451,1,0.4054898891
13453,3,-0.9808044757
13455,1,0.4054898817
13457,2,-0.2876573025
13459,1,0.4054898744
13461,6,-3.0602460321
13463,1,0.4054898670
13465,2,-0.2876573172
13467,1,0.4054898597
13469,3,-0.9808045051
13471,1,0.4054898523
13473,2,-0.2876573319
13475,1,0.4054898450
13477,4,-1.6739517004
13479,1,0.4054898376
13481,2,-0.2876573466
13483,1,0.4054898303
13485,3,-0.9808045345
13487,1,0.4054898230
13489,2,-0.2876573613
13491,1,0.4054898156
13493,5,-2.3670989103
13495,1,0.4054898083
13497,2,-0.2876573759
13499,1,0.4054898010
13501,3,-0.9808045638
13503,1,0.4054897937
13505,2,-0.2876573905
13507,1,0.4054897864
13509,4,-1.6739517590
13511,1,0.4054897791
13513,2,-0.2876574052
13515,1,0.4054897718
13517,3,-0.9808045930
13519,1,0.4054897645
13521,2,-0.2876574197
13523,1,0.4054897572
13525,7,-3.7533933298
13527,1,0.4054897499
13529,2,-0.2876574343
13531,1,0.4054897426
13533,3,-0.9808046222
13535,1,0.4054897353
13537,2,-0.2876574489
13539,1,0.4054897280
13541,4,-1.6739518173
13543,1,0.4054897208
13545,2,-0.2876574634
13547,1,0.4054897135
13549,3,-0.9808046513
13551,1,0.4054897062
13553,2,-0.2876574780
13555,1,0.4054896990
13557,5,-2.3670990269
13559,1,0.4054896917
13561,2,-0.2876574925
13563,1,0.4054896845
13565,3,-0.9808046803
13567,1,0.4054896772
13569,2,-0.2876575070
13571,1,0.4054896700
13573,4,-1.6739518753
13575,1,0.4054896627
13577,2,-0.2876575214
13579,1,0.4054896555
13581,3,-0.9808047092
13583,1,0.4054896483
13585,2,-0.2876575359
13587,1,0.4054896411
13589,6,-3.0602462653
13591,1,0.4054896338
13593,2,-0.2876575503
13595,1,0.4054896266
13597,3,-0.9808047381
13599,1,0.4054896194
13601,2,-0.2876575648
13603,1,0.4054896122
13605,4,-1.6739519331
13607,1,0.4054896050
13609,2,-0.2876575792
13611,1,0.4054895978
13613,3,-0.9808047669
13615,1,0.4054895906
13617,2,-0.2876575935
13619,1,0.4054895834
13621,5,-2.3670991424
13623,1,0.4054895762
13625,2,-0.2876576079
13627,1,0.4054895691
13629,3,-0.9808047957
13631,1,0.4054895619
13633,2,-0.2876576223
13635,1,0.4054895547
13637,4,-1.6739519906
13639,1,0.4054895475
13641,2,-0.2876576366
13643,1,0.4054895404
13645,3,-0.9808048243
13647,1,0.4054895332
13649,2,-0.2876576509
13651,1,0.4054895260
13653,13,-7.9122766443
13655,1,0.4054895189
13657,2,-0.2876576652
13659,1,0.4054895117
13661,3,-0.9808048529
13663,1,0.4054895046
13665,2,-0.2876576795
13667,1,0.4054894975
13669,4,-1.6739520478
13671,1,0.4054894903
13673,2,-0.2876576938
13675,1,0.4054894832
13677,3,-0.9808048815
13679,1,0.4054894761
13681,2,-0.2876577081
13683,1,0.4054894689
13685,5,-2.3670992569
13687,1,0.4054894618
13689,2,-0.2876577223
13691,1,0.4054894547
13693,3,-0.9808049100
13695,1,0.4054894476
13697,2,-0.2876577365
13699,1,0.4054894405
13701,4,-1.6739521047
13703,1,0.4054894334
13705,2,-0.2876577507
13707,1,0.4054894263
13709,3,-0.9808049384
13711,1,0.4054894192
13713,2,-0.2876577649
13715,1,0.4054894121
13717,6,-3.0602464942
13719,1,0.4054894050
13721,2,-0.2876577791
13723,1,0.4054893979
13725,3,-0.9808049667
13727,1,0.4054893909
13729,2,-0.2876577932
13731,1,0.4054893838
13733,4,-1.6739521614
13735,1,0.4054893767
13737,2,-0.2876578074
13739,1,0.4054893696
13741,3,-0.9808049950
13743,1,0.4054893626
13745,2,-0.2876578215
13747,1,0.4054893555
13749,5,-2.3670993702
13751,1,0.4054893485
13753,2,-0.2876578356
13755,1,0.4054893414
13757,3,-0.9808050232
13759,1,0.4054893344
13761,2,-0.2876578497
13763,1,0.4054893273
13765,4,-1.6739522179
13767,1,0.4054893203
13769,2,-0.2876578638
13771,1,0.4054893133
13773,3,-0.9808050514
13775,1,0.4054893062
13777,2,-0.2876578778
13779,1,0.4054892992
13781,7,-3.7533937877
13783,1,0.4054892922
13785,2,-0.2876578919
13787,1,0.4054892852
13789,3,-0.9808050794
13791,1,0.4054892782
13793,2,-0.2876579059
13795,1,0.4054892712
13797,4,-1.6739522740
13799,1,0.4054892642
13801,2,-0.2876579199
13803,1,0.4054892572
13805,3,-0.9808051075
13807,1,0.4054892502
13809,2,-0.2876579339
13811,1,0.4054892432
13813,5,-2.3670994826
13815,1,0.4054892362
13817,2,-0.2876579479
13819,1,0.4054892292
13821,3,-0.9808051354
13823,1,0.4054892222
13825,2,-0.2876579618
13827,1,0.4054892152
13829,4,-1.6739523299
13831,1,0.4054892083
13833,2,-0.2876579758
13835,1,0.4054892013
13837,3,-0.9808051633
13839,1,0.4054891943
13841,2,-0.2876579897
13843,1,0.4054891874
13845,6,-3.0602467189
13847,1,0.4054891804
13849,2,-0.2876580036
13851,1,0.4054891735
13853,3,-0.9808051911
13855,1,0.4054891665
13857,2,-0.2876580175
13859,1,0.4054891596
13861,4,-1.6739523856
13863,1,0.4054891526
13865,2,-0.2876580314
13867,1,0.4054891457
13869,3,-0.9808052189
13871,1,0.4054891388
13873,2,-0.2876580453
13875,1,0.4054891318
13877,5,-2.3670995939
13879,1,0.4054891249
13881,2,-0.2876580591
13883,1,0.4054891180
13885,3,-0.9808052466
13887,1,0.4054891111
13889,2,-0.2876580729
13891,1,0.4054891042
13893,4,-1.6739524410
13895,1,0.4054890973
13897,2,-0.2876580867
13899,1,0.4054890904
13901,3,-0.9808052742
13903,1,0.4054890835
13905,2,-0.2876581005
13907,1,0.4054890766
13909,8,-4.4465411908
13911,1,0.4054890697
13913,2,-0.2876581143
13915,1,0.4054890628
13917,3,-0.9808053018
13919,1,0.4054890559
13921,2,-0.2876581281
13923,1,0.4054890490
13925,4,-1.6739524961
13927,1,0.4054890421
13929,2,-0.2876581419
13931,1,0.4054890353
13933,3,-0.9808053293
13935,1,0.4054890284
13937,2,-0.2876581556
13939,1,0.4054890215
13941,5,-2.3670997041
13943,1,0.4054890147
13945,2,-0.2876581693
13947,1,0.4054890078
13949,3,-0.9808053567
13951,1,0.4054890010
13953,2,-0.2876581830
13955,1,0.4054889941
13957,4,-1.6739525510
13959,1,0.4054889873
13961,2,-0.2876581967
13963,1,0.4054889804
13965,3,-0.9808053841
13967,1,0.4054889736
13969,2,-0.2876582104
13971,1,0.4054889668
13973,6,-3.0602469394
13975,1,0.4054889599
13977,2,-0.2876582240
13979,1,0.4054889531
13981,3,-0.9808054114
13983,1,0.4054889463
13985,2,-0.2876582377
13987,1,0.4054889395
13989,4,-1.6739526056
13991,1,0.4054889327
13993,2,-0.2876582513
13995,1,0.4054889259
13997,3,-0.9808054387
13999,1,0.4054889190
14001,2,-0.2876582649
14003,1,0.4054889122
14005,5,-2.3670998134
14007,1,0.4054889055
14009,2,-0.2876582785
14011,1,0.4054888987
14013,3,-0.9808054659
14015,1,0.4054888919
14017,2,-0.2876582921
14019,1,0.4054888851
14021,4,-1.6739526600
14023,1,0.4054888783
14025,2,-0.2876583057
14027,1,0.4054888715
14029,3,-0.9808054930
14031,1,0.4054888647
14033,2,-0.2876583192
14035,1,0.4054888580
14037,7,-3.7533942288
14039,1,0.4054888512
14041,2,-0.2876583327
14043,1,0.4054888444
14045,3,-0.9808055201
14047,1,0.4054888377
14049,2,-0.2876583463
14051,1,0.4054888309
14053,4,-1.6739527141
14055,1,0.4054888242
14057,2,-0.2876583598
14059,1,0.4054888174
14061,3,-0.9808055471
14063,1,0.4054888107
14065,2,-0.2876583732
14067,1,0.4054888039
14069,5,-2.3670999217
14071,1,0.4054887972
14073,2,-0.2876583867
14075,1,0.4054887905
14077,3,-0.9808055740
14079,1,0.4054887838
14081,2,-0.2876584002
14083,1,0.4054887770
14085,4,-1.6739527680
14087,1,0.4054887703
14089,2,-0.2876584136
14091,1,0.4054887636
14093,3,-0.9808056009
14095,1,0.4054887569
14097,2,-0.2876584270
14099,1,0.4054887502
14101,6,-3.0602471560
14103,1,0.4054887435
14105,2,-0.2876584404
14107,1,0.4054887368
14109,3,-0.9808056277
14111,1,0.4054887301
14113,2,-0.2876584538
14115,1,0.4054887234
14117,4,-1.6739528217
14119,1,0.4054887167
14121,2,-0.2876584672
14123,1,0.4054887100
14125,3,-0.9808056545
14127,1,0.4054887033
14129,2,-0.2876584806
14131,1,0.4054886966
14133,5,-2.3671000289
14135,1,0.4054886900
14137,2,-0.2876584939
14139,1,0.4054886833
14141,3,-0.9808056812
14143,1,0.4054886766
14145,2,-0.2876585073
14147,1,0.4054886700
14149,4,-1.6739528751
14151,1,0.4054886633
14153,2,-0.2876585206
14155,1,0.4054886566
14157,3,-0.9808057078
14159,1,0.4054886500
14161,2,-0.2876585339
14163,1,0.4054886433
14165,9,-5.1396888045
14167,1,0.4054886367
14169,2,-0.2876585472
14171,1,0.4054886300
14173,3,-0.9808057344
14175,1,0.4054886234
14177,2,-0.2876585605
14179,1,0.4054886168
14181,4,-1.6739529282
14183,1,0.4054886101
14185,2,-0.2876585737
14187,1,0.4054886035
14189,3,-0.9808057609
14191,1,0.4054885969
14193,2,-0.2876585870
14195,1,0.4054885903
14197,5,-2.3671001353
14199,1,0.4054885837
14201,2,-0.2876586002
14203,1,0.4054885771
14205,3,-0.9808057874
14207,1,0.4054885704
14209,2,-0.2876586134
14211,1,0.4054885638
14213,4,-1.6739529811
14215,1,0.4054885572
14217,2,-0.2876586266
14219,1,0.4054885506
14221,3,-0.9808058138
14223,1,0.4054885441
14225,2,-0.2876586398
14227,1,0.4054885375
14229,6,-3.0602473686
14231,1,0.4054885309
14233,2,-0.2876586530
14235,1,0.4054885243
14237,3,-0.9808058401
14239,1,0.4054885177
14241,2,-0.2876586661
14243,1,0.4054885111
14245,4,-1.6739530338
14247,1,0.4054885046
14249,2,-0.2876586793
14251,1,0.4054884980
14253,3,-0.9808058664
14255,1,0.4054884914
14257,2,-0.2876586924
14259,1,0.4054884849
14261,5,-2.3671002406
14263,1,0.4054884783
14265,2,-0.2876587055
14267,1,0.4054884718
14269,3,-0.9808058926
14271,1,0.4054884652
14273,2,-0.2876587186
14275,1,0.4054884587
14277,4,-1.6739530863
14279,1,0.4054884521
14281,2,-0.2876587317
14283,1,0.4054884456
14285,3,-0.9808059188
14287,1,0.4054884391
14289,2,-0.2876587448
14291,1,0.4054884325
14293,7,-3.7533946541
14295,1,0.4054884260
14297,2,-0.2876587578
14299,1,0.4054884195
14301,3,-0.9808059449
14303,1,0.4054884130
14305,2,-0.2876587708
14307,1,0.4054884065
14309,4,-1.6739531385
14311,1,0.4054883999
14313,2,-0.2876587839
14315,1,0.4054883934
14317,3,-0.9808059709
14319,1,0.4054883869
14321,2,-0.2876587969
14323,1,0.4054883804
14325,5,-2.3671003451
14327,1,0.4054883739
14329,2,-0.2876588099
14331,1,0.4054883674
14333,3,-0.9808059969
14335,1,0.4054883609
14337,2,-0.2876588229
14339,1,0.4054883545
14341,4,-1.6739531905
14343,1,0.4054883480
14345,2,-0.2876588358
14347,1,0.4054883415
14349,3,-0.9808060229
14351,1,0.4054883350
14353,2,-0.2876588488
14355,1,0.4054883286
14357,6,-3.0602475775
14359,1,0.4054883221
14361,2,-0.2876588617
14363,1,0.4054883156
14365,3,-0.9808060487
14367,1,0.4054883092
14369,2,-0.2876588746
14371,1,0.4054883027
14373,4,-1.6739532422
14375,1,0.4054882962
14377,2,-0.2876588875
14379,1,0.4054882898
14381,3,-0.9808060745
14383,1,0.4054882833
14385,2,-0.2876589004
14387,1,0.4054882769
14389,5,-2.3671004486
14391,1,0.4054882705
14393,2,-0.2876589133
14395,1,0.4054882640
14397,3,-0.9808061003
14399,1,0.4054882576
14401,2,-0.2876589262
14403,1,0.4054882512
14405,4,-1.6739532937
14407,1,0.4054882447
14409,2,-0.2876589390
14411,1,0.4054882383
14413,3,-0.9808061260
14415,1,0.4054882319
14417,2,-0.2876589519
14419,1,0.4054882255
14421,8,-4.4465420416
14423,1,0.4054882191
14425,2,-0.2876589647
14427,1,0.4054882127
14429,3,-0.9808061517
14431,1,0.4054882063
14433,2,-0.2876589775
14435,1,0.4054881999
14437,4,-1.6739533450
14439,1,0.4054881935
14441,2,-0.2876589903
14443,1,0.4054881871
14445,3,-0.9808061772
14447,1,0.4054881807
14449,2,-0.2876590031
14451,1,0.4054881743
14453,5,-2.3671005511
14455,1,0.4054881679
14457,2,-0.2876590158
14459,1,0.4054881615
14461,3,-0.9808062028
14463,1,0.4054881552
14465,2,-0.2876590286
14467,1,0.4054881488
14469,4,-1.6739533961
14471,1,0.4054881424
14473,2,-0.2876590413
14475,1,0.4054881361
14477,3,-0.9808062282
14479,1,0.4054881297
14481,2,-0.2876590540
14483,1,0.4054881233
14485,6,-3.0602477826
14487,1,0.4054881170
14489,2,-0.2876590668
14491,1,0.4054881106
14493,3,-0.9808062537
14495,1,0.4054881043
14497,2,-0.2876590795
14499,1,0.4054880979
14501,4,-1.6739534469
14503,1,0.4054880916
14505,2,-0.2876590921
14507,1,0.4054880853
14509,3,-0.9808062790
14511,1,0.4054880789
14513,2,-0.2876591048
14515,1,0.4054880726
14517,5,-2.3671006528
14519,1,0.4054880663
14521,2,-0.2876591175
14523,1,0.4054880599
14525,3,-0.9808063043
14527,1,0.4054880536
14529,2,-0.2876591301
14531,1,0.4054880473
14533,4,-1.6739534975
14535,1,0.4054880410
14537,2,-0.2876591427
14539,1,0.4054880347
14541,3,-0.9808063296
14543,1,0.4054880284
14545,2,-0.2876591553
14547,1,0.4054880221
14549,7,-3.7533950644
14551,1,0.4054880158
14553,2,-0.2876591679
14555,1,0.4054880095
14557,3,-0.9808063548
14559,1,0.4054880032
14561,2,-0.2876591805
14563,1,0.4054879969
14565,4,-1.6739535479
14567,1,0.4054879906
14569,2,-0.2876591931
14571,1,0.4054879843
14573,3,-0.9808063799
14575,1,0.4054879781
14577,2,-0.2876592056
14579,1,0.4054879718
14581,5,-2.3671007536
14583,1,0.4054879655
14585,2,-0.2876592182
14587,1,0.4054879592
14589,3,-0.9808064050
14591,1,0.4054879530
14593,2,-0.2876592307
14595,1,0.4054879467
14597,4,-1.6739535981
14599,1,0.4054879405
14601,2,-0.2876592432
14603,1,0.4054879342
14605,3,-0.9808064300
14607,1,0.4054879280
14609,2,-0.2876592557
14611,1,0.4054879217
14613,6,-3.0602479842
14615,1,0.4054879155
14617,2,-0.2876592682
14619,1,0.4054879092
14621,3,-0.9808064550
14623,1,0.4054879030
14625,2,-0.2876592807
14627,1,0.4054878968
14629,4,-1.6739536480
14631,1,0.4054878905
14633,2,-0.2876592931
14635,1,0.4054878843
14637,3,-0.9808064799
14639,1,0.4054878781
14641,2,-0.2876593056
14643,1,0.4054878719
14645,5,-2.3671008535
14647,1,0.4054878656
14649,2,-0.2876593180
14651,1,0.4054878594
14653,3,-0.9808065048
14655,1,0.4054878532
14657,2,-0.2876593304
14659,1,0.4054878470
14661,4,-1.6739536978
14663,1,0.4054878408
14665,2,-0.2876593429
14667,1,0.4054878346
14669,3,-0.9808065296
14671,1,0.4054878284
14673,2,-0.2876593552
14675,1,0.4054878222
14677,10,-5.8328368059
14679,1,0.4054878160
14681,2,-0.2876593676
14683,1,0.4054878098
14685,3,-0.9808065544
14687,1,0.4054878037
14689,2,-0.2876593800
14691,1,0.4054877975
14693,4,-1.6739537473
14695,1,0.4054877913
14697,2,-0.2876593923
14699,1,0.4054877851
14701,3,-0.9808065791
14703,1,0.4054877790
14705,2,-0.2876594047
14707,1,0.4054877728
14709,5,-2.3671009525
14711,1,0.4054877666
14713,2,-0.2876594170
14715,1,0.4054877605
14717,3,-0.9808066037
14719,1,0.4054877543
14721,2,-0.2876594293
14723,1,0.4054877482
14725,4,-1.6739537966
14727,1,0.4054877420
14729,2,-0.2876594416
14731,1,0.4054877359
14733,3,-0.9808066283
14735,1,0.4054877297
14737,2,-0.2876594539
14739,1,0.4054877236
14741,6,-3.0602481823
14743,1,0.4054877175
14745,2,-0.2876594662
14747,1,0.4054877113
14749,3,-0.9808066529
14751,1,0.4054877052
14753,2,-0.2876594784
14755,1,0.4054876991
14757,4,-1.6739538457
14759,1,0.4054876929
14761,2,-0.2876594907
14763,1,0.4054876868
14765,3,-0.9808066774
14767,1,0.4054876807
14769,2,-0.2876595029
14771,1,0.4054876746
14773,5,-2.3671010507
14775,1,0.4054876685
14777,2,-0.2876595151
14779,1,0.4054876624
14781,3,-0.9808067018
14783,1,0.4054876563
14785,2,-0.2876595273
14787,1,0.4054876502
14789,4,-1.6739538946
14791,1,0.4054876441
14793,2,-0.2876595395
14795,1,0.4054876380
14797,3,-0.9808067262
14799,1,0.4054876319
14801,2,-0.2876595517
14803,1,0.4054876258
14805,7,-3.7533954606
14807,1,0.4054876197
14809,2,-0.2876595639
14811,1,0.4054876137
14813,3,-0.9808067505
14815,1,0.4054876076
14817,2,-0.2876595760
14819,1,0.4054876015
14821,4,-1.6739539432
14823,1,0.4054875954
14825,2,-0.2876595882
14827,1,0.4054875894
14829,3,-0.9808067748
14831,1,0.4054875833
14833,2,-0.2876596003
14835,1,0.4054875772
14837,5,-2.3671011480
14839,1,0.4054875712
14841,2,-0.2876596124
14843,1,0.4054875651
14845,3,-0.9808067990
14847,1,0.4054875591
14849,2,-0.2876596245
14851,1,0.4054875530
14853,4,-1.6739539917
14855,1,0.4054875470
14857,2,-0.2876596366
14859,1,0.4054875409
14861,3,-0.9808068232
14863,1,0.4054875349
14865,2,-0.2876596487
14867,1,0.4054875289
14869,6,-3.0602483769
14871,1,0.4054875228
14873,2,-0.2876596607
14875,1,0.4054875168
14877,3,-0.9808068473
14879,1,0.4054875108
14881,2,-0.2876596728
14883,1,0.4054875048
14885,4,-1.6739540399
14887,1,0.4054874988
14889,2,-0.2876596848
14891,1,0.4054874927
14893,3,-0.9808068714
14895,1,0.4054874867
14897,2,-0.2876596968
14899,1,0.4054874807
